"attribute_subset","conditioned_value","probability_of_condition","drift","mean","sd","max_value","max_attribute","min_value","min_attribute"
"Time_Delay","Time='(-inf-519.5]'","0.19906856365247633","0.11743917876130021","0.058719589380650104","2.1357464798473378E-17","0.058719589380650125","Delay=1","0.058719589380650083","Delay=0"
"Time_Delay","Time='(890.5-1079.5]'","0.1993318279067525","0.1360498338141273","0.06802491690706367","2.8476619731297836E-17","0.06802491690706364","Delay=0","0.06802491690706364","Delay=0"
"Time_Delay","Time='(1079.5-inf)'","0.1999065597294682","0.1527875036593044","0.07639375182965222","2.8476619731297836E-17","0.07639375182965219","Delay=0","0.07639375182965219","Delay=0"
"Time_Delay","Time='(700.5-890.5]'","0.2010411915859261","0.12514095832437402","0.06257047916218701","3.183782874429688E-17","0.06257047916218703","Delay=0","0.06257047916218697","Delay=1"
"Time_Delay","Time='(519.5-700.5]'","0.2006518571253768","0.13184512530577888","0.06592256265288944","3.183782874429688E-17","0.06592256265288948","Delay=0","0.06592256265288943","Delay=1"
"Length_Delay","Length='(-inf-75.5]'","0.20114130616149595","0.14743888376698602","0.07371944188349301","1.4238309865648918E-17","0.07371944188349303","Delay=0","0.07371944188349303","Delay=0"
"Length_Delay","Length='(75.5-100.5]'","0.2022054870203307","0.12602381027374543","0.06301190513687271","0.0","0.06301190513687271","Delay=0","0.06301190513687271","Delay=0"
"Length_Delay","Length='(100.5-130.5]'","0.19811932915818478","0.13347102748098022","0.06673551374049011","2.013601091727134E-17","0.06673551374049011","Delay=1","0.06673551374049008","Delay=0"
"Length_Delay","Length='(174.5-inf)'","0.20243908769666025","0.13085530224176245","0.06542765112088123","2.8476619731297836E-17","0.06542765112088125","Delay=1","0.0654276511208812","Delay=0"
"Length_Delay","Length='(130.5-174.5]'","0.19609478996332844","0.135438229383366","0.06771911469168299","2.013601091727134E-17","0.06771911469168301","Delay=0","0.06771911469168299","Delay=1"
"AirportTo_Delay","AirportTo=CLT","0.02063843435635598","0.10016595381059326","0.05008297690529663","1.4238309865648918E-17","0.050082976905296644","Delay=1","0.05008297690529662","Delay=0"
"AirportTo_Delay","AirportTo=AGS","5.96979506175586E-4","0.085071606475716","0.042535803237858","1.591891437214844E-17","0.04253580323785802","Delay=1","0.042535803237857994","Delay=0"
"AirportTo_Delay","AirportTo=BIL","5.691699018506364E-4","0.21190476190476187","0.10595238095238098","5.1336956296541967E-17","0.10595238095238096","Delay=1","0.10595238095238091","Delay=0"
"AirportTo_Delay","AirportTo=SEA","0.014909655865416347","0.13063087058972017","0.0653154352948601","1.4238309865648918E-17","0.06531543529486011","Delay=1","0.06531543529486009","Delay=0"
"AirportTo_Delay","AirportTo=PIH","2.0949901924795412E-4","0.08228247162673397","0.04114123581336696","2.1357464798473378E-17","0.04114123581336698","Delay=0","0.04114123581336698","Delay=0"
"AirportTo_Delay","AirportTo=FAR","9.065931009933591E-4","0.12405592978158805","0.06202796489079403","3.183782874429688E-17","0.06202796489079407","Delay=0","0.06202796489079401","Delay=1"
"AirportTo_Delay","AirportTo=MKG","1.2421623265144183E-4","0.16221033868092688","0.08110516934046343","3.183782874429688E-17","0.08110516934046347","Delay=0","0.08110516934046344","Delay=1"
"AirportTo_Delay","AirportTo=PIA","4.634934054158279E-4","0.17518154360259627","0.08759077180129811","3.183782874429688E-17","0.08759077180129815","Delay=1","0.08759077180129812","Delay=0"
"AirportTo_Delay","AirportTo=MSP","0.018875305442154166","0.12467139560510151","0.06233569780255075","1.591891437214844E-17","0.06233569780255077","Delay=1","0.062335697802550744","Delay=0"
"AirportTo_Delay","AirportTo=TWF","2.2247683459959737E-4","0.23470522803114577","0.11735261401557291","3.183782874429688E-17","0.1173526140155729","Delay=1","0.11735261401557287","Delay=0"
"AirportTo_Delay","AirportTo=ORD","0.04611017794438821","0.13089122978140713","0.06544561489070358","2.013601091727134E-17","0.06544561489070358","Delay=1","0.06544561489070355","Delay=0"
"AirportTo_Delay","AirportTo=CHS","0.0018558275952849745","0.1366348734662577","0.06831743673312882","2.8476619731297836E-17","0.06831743673312884","Delay=0","0.06831743673312884","Delay=0"
"AirportTo_Delay","AirportTo=SLC","0.01944076739676148","0.16951331336401504","0.0847566566820075","3.183782874429688E-17","0.08475665668200755","Delay=1","0.08475665668200752","Delay=0"
"AirportTo_Delay","AirportTo=PHF","8.398500506134798E-4","0.12906432748538013","0.06453216374269008","2.8476619731297836E-17","0.06453216374269005","Delay=0","0.06453216374269005","Delay=0"
"AirportTo_Delay","AirportTo=AZO","4.4680764282085787E-4","0.05791316526610646","0.02895658263305323","0.0","0.02895658263305323","Delay=0","0.02895658263305323","Delay=0"
"AirportTo_Delay","AirportTo=DRO","5.395063239040236E-4","0.2342767295597485","0.11713836477987423","1.4238309865648918E-17","0.11713836477987422","Delay=0","0.11713836477987422","Delay=0"
"AirportTo_Delay","AirportTo=PDX","0.00792388325898899","0.15416095388319273","0.07708047694159637","2.8476619731297836E-17","0.0770804769415964","Delay=1","0.07708047694159634","Delay=0"
"AirportTo_Delay","AirportTo=ALB","0.0017427352043635123","0.04308637760327758","0.021543188801638795","1.591891437214844E-17","0.021543188801638802","Delay=1","0.021543188801638774","Delay=0"
"AirportTo_Delay","AirportTo=BZN","6.618685829338022E-4","0.2193226336408442","0.1096613168204221","2.8476619731297836E-17","0.10966131682042207","Delay=0","0.10966131682042207","Delay=0"
"AirportTo_Delay","AirportTo=AVL","7.916467364502339E-4","0.016743471582181257","0.008371735791090629","0.0","0.008371735791090629","Delay=0","0.008371735791090629","Delay=0"
"AirportTo_Delay","AirportTo=OGG","0.0033427144398589506","0.19492911802821486","0.09746455901410744","3.0204016375907014E-17","0.09746455901410744","Delay=0","0.0974645590141074","Delay=1"
"AirportTo_Delay","AirportTo=PHX","0.02884412160583779","0.1626008728758879","0.08130043643794395","1.4238309865648918E-17","0.08130043643794396","Delay=1","0.08130043643794393","Delay=0"
"AirportTo_Delay","AirportTo=GSO","0.001616664998090407","0.011069023569023534","0.005534511784511767","1.4238309865648918E-17","0.005534511784511781","Delay=1","0.005534511784511753","Delay=0"
