"Distance","mean","sd","max_val","max_att","min_val","min_att","attributes","class"
"0.01717904988808351","0.003435809977616702","0.002557952935221129","2.122208411131643E-4","_Flight=*_Delay=0_Delay=0","0.006655196747558725","_Flight=*_Delay=0_Delay=0","_Flight_Delay","0"
"0.019456463399914248","0.0038912926799828497","0.0018566440915169008","0.0018877002601370013","_Time=*_Delay=*_Delay=0","0.006226373903244264","_Time=*_Delay=*_Delay=0","_Time_Delay","0"
"0.020177774186448727","0.004035554837289746","0.002236155360598632","8.694151233743924E-4","_Length=*_Delay=*_Delay=0","0.00627809843793635","_Length=*_Delay=*_Delay=0","_Length_Delay","0"
"0.050627960977660834","1.727916756916752E-4","3.7465231981890324E-4","3.3906522981803375E-7","_AirportTo=*_Delay=*_Delay=0","0.0028283305185872534","_AirportTo=*_Delay=*_Delay=0","_AirportTo_Delay","0"
"0.05344170924062005","0.002968983846701114","0.004606440284211742","6.303282075596772E-5","_Airline=WN_Delay=*_Delay=0","0.020832327472343537","_Airline=HA_Delay=*_Delay=0","_Airline_Delay","0"
"0.05623632135366323","1.9193283738451613E-4","3.99711523634986E-4","1.5140163387404254E-7","_AirportFrom=*_Delay=*_Delay=0","0.0028975663132979577","_AirportFrom=*_Delay=*_Delay=0","_AirportFrom_Delay","0"
"0.107470304132093","0.015352900590299002","0.011368941875718354","0.002735724910466579","_DayOfWeek=*_Delay=*_Delay=0","0.03459641030476633","_DayOfWeek=*_Delay=*_Delay=0","_DayOfWeek_Delay","0"
"0.11143254398078303","2.659487923169046E-5","3.0562260666084756E-5","0.0","_AirportFrom=*_AirportTo=*_Delay=0","3.3332871449427974E-4","_AirportFrom=*_AirportTo=*_Delay=0","_AirportFrom_AirportTo","0"
"0.22371733983083497","0.008948693593233399","0.004632646449019319","0.0016544813830078296","_Flight=*_Length='(174.5-inf)'_Delay=0","0.022313737681092363","_Flight=*_Length='(174.5-inf)'_Delay=0","_Flight_Length","0"
"0.223717339830835","0.004759943400656064","0.003959937029414179","3.2503153280768324E-5","_Airline=OO_Flight='(4272.5-inf)'_Delay=0","0.020221708707697184","_Airline=HA_Flight='(566.5-1306.5]'_Delay=0","_Airline_Flight","0"
