"points","all_attributes","day_period","day_nswprice","day_nswdemand","day_vicprice","day_vicdemand","day_transfer","period_nswprice","period_nswdemand","period_vicprice","period_vicdemand","period_transfer","nswprice_nswdemand","nswprice_vicprice","nswprice_vicdemand","nswprice_transfer","nswdemand_vicprice","nswdemand_vicdemand","nswdemand_transfer","vicprice_vicdemand","vicprice_transfer","vicdemand_transfer"
"336","0.2894590074152827","0.6638333387280675","0.2919676187784158","0.14604464838979814","0.14604464838979814","0.14604464838979814","0.6476705925797721","0.32690471144162325","0.1651215419480005","0.1651215419480005","0.16512154194800055","0.6496347574052086","0.6134808082454792","0.6134808082454792","0.6134808082454792","0.16802638678888515","0.16802638678888515","0.16802638678888515","0.0","0.0","0.0"
"672","0.275965936802474","0.3714389325897951","0.25490406238161817","0.1602920087820472","0.1602920087820472","0.1602920087820472","0.16661791407029358","0.222940474384499","0.054182177142667806","0.054182177142667806","0.054182177142667806","0.25859379958410167","0.07257265389840442","0.07257265389840442","0.07257265389840442","0.11727097920105377","0.11727097920105377","0.11727097920105377","0.0","0.0","0.0"
"1008","0.4053424091891261","0.5253474506469261","0.4599427691456741","0.20285364572224568","0.20285364572224568","0.20285364572224568","0.5018692474452207","0.3908311591707726","0.20234863790156965","0.2023486379015696","0.20234863790156965","0.5491681896237998","0.43468105875939983","0.43468105875939983","0.43468105875939983","0.32848078293408894","0.328480782934089","0.328480782934089","0.0","0.0","0.0"
"1344","0.23042341848145415","0.2633278562889092","0.2505369206416005","0.14368015322448818","0.14368015322448818","0.14368015322448818","0.20369122349187008","0.2243981001870472","0.08459695950074646","0.08459695950074646","0.08459695950074646","0.21018463767848","0.13044270850998066","0.13044270850998066","0.13044270850998066","0.10893987446866141","0.10893987446866141","0.10893987446866141","0.0","0.0","0.0"
"1680","0.3415221262357103","0.7001399789908602","0.4312766053261887","0.1977185541545386","0.19771855415453857","0.1977185541545386","0.6543459427711503","0.4164326369476483","0.25545892077932364","0.25545892077932364","0.25545892077932364","0.736032543132404","0.6286827668474205","0.6286827668474205","0.6286827668474205","0.2956459637739993","0.2956459637739993","0.2956459637739993","0.0","0.0","0.0"
"2016","0.41795712005318","0.7549083640535807","0.41684700056249957","0.26871377248990314","0.26871377248990314","0.26871377248990314","0.6813066919953105","0.39624049035493847","0.21528058825632454","0.21528058825632454","0.21528058825632454","0.6814937249119839","0.6541778350091598","0.6541778350091598","0.6541778350091598","0.2974893190958139","0.2974893190958139","0.2974893190958139","0.0","0.0","0.0"
"2352","0.3177817593518354","0.6777642390444941","0.33187812664322813","0.20863305477246297","0.20863305477246297","0.20863305477246297","0.4824054148887798","0.2566420128091139","0.07889466287149416","0.07889466287149416","0.07889466287149416","0.5241111303171674","0.4532000729744078","0.4532000729744078","0.4532000729744078","0.19768492776032182","0.19768492776032182","0.19768492776032182","0.0","0.0","0.0"
"2688","0.3621626008791897","0.6048178421306245","0.3913979845334508","0.33091520453837675","0.33091520453837675","0.33091520453837675","0.33001722280067136","0.18314171623001668","0.03322384379189392","0.03322384379189392","0.03322384379189392","0.4091033197164704","0.30227416216924796","0.30227416216924796","0.30227416216924796","0.14346904002410854","0.14346904002410854","0.14346904002410857","0.0","0.0","0.0"
"3024","0.3598605765448284","0.5977370152556286","0.36670704035432483","0.3354645784854213","0.3354645784854213","0.3354645784854213","0.39256658806887007","0.2560395719634252","0.13679020735032765","0.13679020735032765","0.13679020735032765","0.3983167644214937","0.3288501449120214","0.3288501449120214","0.3288501449120214","0.15554137510571237","0.15554137510571237","0.15554137510571237","0.0","0.0","0.0"
"3360","0.40651465634828554","0.6706537685768509","0.4135665078970663","0.333299827867655","0.333299827867655","0.333299827867655","0.5004517736736712","0.2162283799223358","0.15083377611454057","0.15083377611454057","0.15083377611454057","0.47239639410116296","0.43541395730488763","0.43541395730488763","0.43541395730488763","0.13340346968537375","0.13340346968537375","0.13340346968537378","0.0","0.0","0.0"
"3696","0.3580591640815939","0.5428815432172749","0.4374382115878753","0.2980356863567682","0.29803568635676814","0.2980356863567682","0.25439533220235155","0.2729728436488863","0.058458377506554526","0.058458377506554526","0.058458377506554526","0.3034479800086999","0.21992712960568672","0.21992712960568672","0.21992712960568672","0.22398536317894746","0.22398536317894746","0.22398536317894746","0.0","0.0","0.0"
