"points","all_attributes","day_period_nswprice_nswdemand","day_period_nswprice_vicprice","day_period_nswprice_vicdemand","day_period_nswprice_transfer","day_period_nswdemand_vicprice","day_period_nswdemand_vicdemand","day_period_nswdemand_transfer","day_period_vicprice_vicdemand","day_period_vicprice_transfer","day_period_vicdemand_transfer","day_nswprice_nswdemand_vicprice","day_nswprice_nswdemand_vicdemand","day_nswprice_nswdemand_transfer","day_nswprice_vicprice_vicdemand","day_nswprice_vicprice_transfer","day_nswprice_vicdemand_transfer","day_nswdemand_vicprice_vicdemand","day_nswdemand_vicprice_transfer","day_nswdemand_vicdemand_transfer","day_vicprice_vicdemand_transfer","period_nswprice_nswdemand_vicprice","period_nswprice_nswdemand_vicdemand","period_nswprice_nswdemand_transfer","period_nswprice_vicprice_vicdemand","period_nswprice_vicprice_transfer","period_nswprice_vicdemand_transfer","period_nswdemand_vicprice_vicdemand","period_nswdemand_vicprice_transfer","period_nswdemand_vicdemand_transfer","period_vicprice_vicdemand_transfer","nswprice_nswdemand_vicprice_vicdemand","nswprice_nswdemand_vicprice_transfer","nswprice_nswdemand_vicdemand_transfer","nswprice_vicprice_vicdemand_transfer","nswdemand_vicprice_vicdemand_transfer"
"336","0.7883558063818357","0.7883558063818357","0.7048003844598865","0.7048003844598865","0.7048003844598867","0.48161624754859433","0.4816162475485942","0.4816162475485942","0.2894590074152827","0.28945900741528274","0.2894590074152827","0.7227558561328089","0.7227558561328091","0.7227558561328091","0.6638333387280675","0.6638333387280676","0.6638333387280675","0.2919676187784158","0.29196761877841576","0.2919676187784158","0.14604464838979814","0.7150469518819","0.7150469518818998","0.7150469518818996","0.6476705925797723","0.6476705925797721","0.6476705925797721","0.32690471144162325","0.32690471144162325","0.32690471144162325","0.16512154194800055","0.6496347574052087","0.6496347574052088","0.6496347574052086","0.6134808082454792","0.16802638678888515"
"672","0.5727373643458888","0.5727373643458888","0.47968631363491504","0.4796863136349148","0.4796863136349151","0.42118483955077546","0.4211848395507753","0.4211848395507754","0.275965936802474","0.2759659368024741","0.275965936802474","0.4525812686361135","0.45258126863611337","0.4525812686361135","0.3714389325897952","0.3714389325897951","0.3714389325897951","0.2549040623816182","0.2549040623816182","0.2549040623816182","0.1602920087820472","0.3239633560338957","0.3239633560338956","0.3239633560338957","0.16661791407029358","0.16661791407029358","0.16661791407029358","0.222940474384499","0.222940474384499","0.222940474384499","0.054182177142667806","0.2585937995841016","0.25859379958410167","0.25859379958410167","0.07257265389840442","0.11727097920105378"
"1008","0.7708716275845253","0.7708716275845254","0.6604119707214393","0.6604119707214393","0.6604119707214391","0.5566373237421178","0.5566373237421178","0.5566373237421178","0.4053424091891261","0.4053424091891261","0.4053424091891261","0.6949557680755328","0.6949557680755327","0.6949557680755326","0.5253474506469261","0.5253474506469262","0.5253474506469261","0.4599427691456741","0.45994276914567417","0.4599427691456741","0.20285364572224568","0.5939486326799513","0.5939486326799512","0.5939486326799512","0.5018692474452207","0.5018692474452207","0.5018692474452207","0.3908311591707727","0.3908311591707727","0.3908311591707726","0.20234863790156965","0.5491681896237998","0.5491681896237998","0.5491681896237998","0.43468105875939983","0.32848078293408894"
"1344","0.5020538738211149","0.5020538738211149","0.3470082043242449","0.34700820432424495","0.34700820432424484","0.3907091572193172","0.39070915721931737","0.3907091572193171","0.2304234184814542","0.23042341848145417","0.23042341848145417","0.3728169292555068","0.3728169292555068","0.3728169292555068","0.26332785628890926","0.26332785628890926","0.2633278562889092","0.25053692064160044","0.25053692064160044","0.2505369206416004","0.14368015322448818","0.31391066204797724","0.3139106620479773","0.3139106620479773","0.20369122349187002","0.20369122349187005","0.20369122349187008","0.2243981001870472","0.2243981001870472","0.2243981001870472","0.08459695950074646","0.21018463767848","0.21018463767848003","0.21018463767848","0.13044270850998066","0.10893987446866141"
"1680","0.8498701245901356","0.8498701245901356","0.7636993584794708","0.7636993584794708","0.7636993584794706","0.5419345940963273","0.541934594096327","0.5419345940963274","0.3415221262357102","0.34152212623571027","0.3415221262357102","0.8068140879379215","0.8068140879379216","0.8068140879379214","0.7001399789908602","0.7001399789908602","0.7001399789908602","0.4312766053261887","0.4312766053261887","0.4312766053261887","0.1977185541545386","0.7602675853914699","0.7602675853914698","0.7602675853914697","0.6543459427711502","0.6543459427711502","0.6543459427711502","0.4164326369476483","0.41643263694764826","0.4164326369476483","0.25545892077932364","0.7360325431324036","0.7360325431324037","0.736032543132404","0.6286827668474205","0.2956459637739993"
"2016","0.8781337817789672","0.8781337817789672","0.8244613425464691","0.8244613425464691","0.8244613425464691","0.5660203050842763","0.5660203050842763","0.5660203050842763","0.4179571200531799","0.41795712005318","0.4179571200531799","0.8303884160065469","0.8303884160065469","0.8303884160065469","0.7549083640535809","0.7549083640535807","0.7549083640535807","0.4168470005624997","0.41684700056249957","0.4168470005624997","0.26871377248990314","0.7232835070163681","0.7232835070163682","0.723283507016368","0.6813066919953105","0.6813066919953104","0.6813066919953104","0.3962404903549385","0.39624049035493847","0.39624049035493847","0.21528058825632454","0.6814937249119839","0.6814937249119839","0.6814937249119839","0.6541778350091598","0.2974893190958139"
"2352","0.7702454614471379","0.7702454614471379","0.7430419997882493","0.7430419997882493","0.7430419997882494","0.4431960210293877","0.4431960210293878","0.4431960210293877","0.3177817593518354","0.3177817593518354","0.3177817593518354","0.741619974208853","0.741619974208853","0.7416199742088528","0.6777642390444942","0.6777642390444942","0.6777642390444942","0.33187812664322824","0.3318781266432282","0.33187812664322813","0.20863305477246297","0.562292723700289","0.5622927237002888","0.562292723700289","0.48240541488877986","0.48240541488877986","0.4824054148887798","0.2566420128091139","0.2566420128091139","0.2566420128091139","0.07889466287149416","0.5241111303171674","0.5241111303171674","0.5241111303171674","0.4532000729744078","0.19768492776032182"
"2688","0.7113262278227057","0.7113262278227057","0.6621151671150733","0.6621151671150733","0.6621151671150736","0.4363209583364067","0.4363209583364066","0.43632095833640683","0.3621626008791898","0.3621626008791897","0.3621626008791897","0.6542683055937235","0.6542683055937235","0.6542683055937235","0.6048178421306243","0.6048178421306244","0.6048178421306243","0.39139798453345076","0.39139798453345076","0.39139798453345076","0.33091520453837675","0.4562117580238579","0.45621175802385794","0.45621175802385794","0.33001722280067125","0.33001722280067125","0.33001722280067136","0.18314171623001668","0.18314171623001668","0.18314171623001668","0.03322384379189392","0.4091033197164703","0.4091033197164703","0.40910331971647024","0.30227416216924796","0.14346904002410854"
"3024","0.7106073868315442","0.7106073868315442","0.6509502672618126","0.6509502672618126","0.6509502672618126","0.46145565435827907","0.4614556543582793","0.4614556543582792","0.3598605765448284","0.3598605765448284","0.3598605765448284","0.6514353830335962","0.6514353830335962","0.6514353830335962","0.5977370152556287","0.5977370152556286","0.5977370152556287","0.36670704035432466","0.36670704035432466","0.3667070403543248","0.3354645784854213","0.49084471664157114","0.4908447166415709","0.49084471664157103","0.39256658806887007","0.3925665880688701","0.39256658806887007","0.2560395719634252","0.2560395719634252","0.2560395719634252","0.13679020735032765","0.3983167644214938","0.3983167644214938","0.3983167644214937","0.3288501449120214","0.15554137510571237"
"3360","0.7730667792235899","0.77306677922359","0.7202761295100404","0.7202761295100404","0.7202761295100404","0.5116486398314345","0.5116486398314347","0.5116486398314346","0.40651465634828554","0.40651465634828554","0.4065146563482856","0.7287496399525997","0.7287496399525994","0.7287496399525997","0.6706537685768509","0.6706537685768509","0.6706537685768509","0.4135665078970662","0.4135665078970663","0.41356650789706617","0.333299827867655","0.5637645059085375","0.5637645059085375","0.5637645059085374","0.5004517736736711","0.5004517736736712","0.5004517736736711","0.2162283799223358","0.2162283799223358","0.2162283799223358","0.15083377611454057","0.4723963941011631","0.47239639410116296","0.47239639410116296","0.43541395730488763","0.13340346968537375"
"3696","0.6790215807246684","0.6790215807246684","0.6019744789821577","0.6019744789821577","0.6019744789821578","0.5123362411138315","0.5123362411138312","0.5123362411138315","0.3580591640815939","0.3580591640815938","0.3580591640815939","0.6226039240615111","0.6226039240615111","0.6226039240615111","0.5428815432172749","0.5428815432172749","0.5428815432172749","0.4374382115878755","0.4374382115878754","0.43743821158787544","0.2980356863567682","0.3855513485243952","0.3855513485243952","0.3855513485243952","0.25439533220235155","0.2543953322023515","0.25439533220235155","0.27297284364888635","0.2729728436488864","0.2729728436488863","0.058458377506554526","0.3034479800086999","0.3034479800086999","0.3034479800086999","0.21992712960568672","0.22398536317894752"
"4032","0.6505569790213948","0.6505569790213948","0.5329125921553327","0.5329125921553327","0.5329125921553326","0.49771387451816107","0.49771387451816096","0.4977138745181609","0.39157656726563705","0.391576567265637","0.39157656726563694","0.5853169899790132","0.5853169899790132","0.5853169899790132","0.4219119153551617","0.42191191535516176","0.4219119153551618","0.39539412605029045","0.39539412605029045","0.39539412605029056","0.2170432538540834","0.397569484674806","0.3975694846748061","0.39756948467480613","0.30657923888151895","0.30657923888151895","0.30657923888151906","0.2814012432761409","0.281401243276141","0.28140124327614097","0.23369370928441352","0.2490103830552453","0.24901038305524534","0.24901038305524537","0.16529679714256265","0.1585605925542995"
"4368","0.8101849960045031","0.8101849960045033","0.7391977452689693","0.7391977452689693","0.7391977452689694","0.5051841560422797","0.5051841560422796","0.5051841560422797","0.3498361506120373","0.3498361506120373","0.3498361506120373","0.7374621449456973","0.7374621449456973","0.7374621449456972","0.6611341533180779","0.6611341533180778","0.6611341533180779","0.3568321846282373","0.3568321846282373","0.3568321846282373","0.19318745232646833","0.6694834913370382","0.6694834913370384","0.669483491337038","0.6118315489811484","0.6118315489811486","0.6118315489811486","0.2883254899022919","0.28832548990229195","0.28832548990229195","0.22620914832370784","0.6072410419163852","0.6072410419163852","0.6072410419163852","0.5937651533725617","0.16073982510624388"
