"points","all_attributes","day_period","day_nswprice","day_nswdemand","day_vicprice","day_vicdemand","day_transfer","period_nswprice","period_nswdemand","period_vicprice","period_vicdemand","period_transfer","nswprice_nswdemand","nswprice_vicprice","nswprice_vicdemand","nswprice_transfer","nswdemand_vicprice","nswdemand_vicdemand","nswdemand_transfer","vicprice_vicdemand","vicprice_transfer","vicdemand_transfer"
"1461","0.29050738392154674","0.13950529664082023","0.14310527334003603","0.13807394607080462","0.09527848729743295","0.09527848729743296","0.09527848729743295","0.07777397876115213","0.12392442839624052","0.040184589466438644","0.040184589466438644","0.040184589466438644","0.1166068819026133","0.05248033899602875","0.05248033899602875","0.05248033899602875","0.07293401636818336","0.07293401636818336","0.07293401636818336","0.011635865845311455","0.011635865845311455","0.011635865845311455"
"2922","0.24384270788931647","0.14140731882004987","0.1418389227726855","0.13249399020030075","0.10141740476183844","0.10141740476183843","0.10141740476183844","0.10288513226833274","0.10018602145674672","0.05989231437099962","0.05989231437099962","0.05989231437099963","0.10966933147123778","0.10548656768598669","0.10548656768598669","0.10548656768598669","0.07594373850650979","0.07594373850650979","0.07594373850650979","0.06228610540725529","0.06228610540725529","0.06228610540725529"
"4383","0.24256789250372363","0.14402670202017054","0.13857136132495176","0.14306420376510334","0.08631527334414824","0.08631527334414824","0.08631527334414824","0.091429282096022","0.10242987484825429","0.05486548053420259","0.05486548053420259","0.05486548053420259","0.08135713484477544","0.05796249503112776","0.05796249503112776","0.05796249503112776","0.0883836435787889","0.08838364357878892","0.08838364357878892","0.056810403832991074","0.056810403832991074","0.056810403832991074"
"5844","0.3526916779732632","0.12117734475235409","0.14807190384032168","0.19235562991681204","0.06789787041452665","0.06789787041452666","0.06789787041452665","0.11685833591970676","0.1903817681802945","0.06823428478646917","0.06823428478646916","0.06823428478646917","0.16946680902955388","0.09806298568312799","0.09806298568312799","0.09806298568312799","0.14989766471979626","0.14989766471979626","0.14989766471979626","0.01848049281314168","0.01848049281314168","0.01848049281314168"
"7305","0.20666878743171382","0.17598672648106997","0.09034844197831063","0.2014009021814019","0.11147246174638017","0.11147246174638016","0.11147246174638017","0.08685940665657928","0.16763785484222554","0.14034902155044174","0.14034902155044177","0.14034902155044174","0.09571275742899879","0.06214442995689126","0.06214442995689126","0.06214442995689126","0.14578141481270332","0.14578141481270335","0.14578141481270332","0.11293634496919916","0.11293634496919916","0.11293634496919916"
"8766","0.20003956292792108","0.18197452053600832","0.09635392803794057","0.18261481099735974","0.12363750426507099","0.12363750426507099","0.12363750426507099","0.06465448622548164","0.1270705858704242","0.07954265654592824","0.07954265654592824","0.07954265654592824","0.06735076680993013","0.038294021757071445","0.038294021757071445","0.038294021757071445","0.07388567908184766","0.07388567908184766","0.07388567908184766","0.023956194387405844","0.023956194387405844","0.023956194387405844"
"10227","0.2282243566556916","0.15173993623840018","0.06974190027200831","0.17415176370775948","0.09551840456305927","0.09551840456305925","0.09551840456305927","0.05255111459227371","0.10975844796190584","0.09780391063071106","0.09780391063071107","0.09780391063071106","0.09588677893507065","0.0338763768116962","0.0338763768116962","0.0338763768116962","0.10504813079625822","0.10504813079625822","0.10504813079625822","0.07871321013004795","0.07871321013004795","0.07871321013004795"
"11688","0.2604872963325105","0.1350382151573399","0.10909553253184938","0.1469032579591384","0.0828880535267157","0.08288805352671572","0.0828880535267157","0.10029677552264471","0.10349544329283146","0.06166264063260994","0.06166264063260994","0.061662640632609934","0.13295147473968472","0.10161195199913502","0.10161195199913502","0.10161195199913502","0.0785859146009191","0.0785859146009191","0.0785859146009191","0.04380561259411364","0.04380561259411364","0.04380561259411364"
"13149","0.2899905178586681","0.18077785407379238","0.11367443544965217","0.17237209165525452","0.07150963933382772","0.07150963933382772","0.07150963933382772","0.08667183863922713","0.1044496249253561","0.08447199573302945","0.08447199573302945","0.08447199573302946","0.08711358012941432","0.08133720896164179","0.08133720896164179","0.08133720896164179","0.08678412994138172","0.08678412994138171","0.08678412994138172","0.007529089664613298","0.007529089664613298","0.007529089664613298"
"14610","0.32013651892324974","0.16324015364056427","0.27329498665068314","0.13175395772957094","0.09551674972940372","0.09551674972940373","0.09551674972940372","0.22269101534810257","0.066696586476505","0.09878106174578831","0.09878106174578831","0.0987810617457883","0.23555368624821363","0.24744049101999907","0.24744049101999907","0.24744049101999907","0.05669154996720279","0.05669154996720279","0.05669154996720279","0.08761122518822728","0.08761122518822728","0.08761122518822728"
"16071","0.2736471322410017","0.17847690753234904","0.1619841684520414","0.12974388213779606","0.14125316414470618","0.14125316414470615","0.14125316414470618","0.12653783359008483","0.1010928563064087","0.10131907180794424","0.10131907180794422","0.10131907180794422","0.13204541385573842","0.16283161171032146","0.16283161171032146","0.16283161171032146","0.07175655690946331","0.07175655690946331","0.0717565569094633","0.06019638395512382","0.06019638395512382","0.06019638395512381"
"17532","0.4950376454483198","0.23873258842458023","0.16506095871180668","0.2515326735483284","0.43247136133544994","0.4610317047120877","0.4980386234629093","0.053871310488273226","0.2152823388714398","0.3650885837726636","0.42604952526475415","0.4036693216322594","0.12444605699182808","0.32104639047067907","0.37297637123303595","0.3831567070201433","0.39750999013453764","0.438754034770263","0.4348232297192965","0.38033261298490595","0.40214909497603846","0.44884401776549626"
"18993","0.4169980230811819","0.1660593976547909","0.3287437597688843","0.18386156377000284","0.31563675751817666","0.14901589318270503","0.17840515195516765","0.32278120533280175","0.18157511481504218","0.29570425951222873","0.18401372684249342","0.16099298554400107","0.3127795441746847","0.32946482635471713","0.35673390444588804","0.3377374037261989","0.24780751280310978","0.1733058560559385","0.2297380248787749","0.3340994738506571","0.3243644371158746","0.18663689434407904"
"20454","0.4002099267756328","0.24629613044284285","0.18233516397000546","0.20711728710014143","0.1977068206452057","0.23021734806025612","0.20988955966307804","0.10493633765116374","0.222533257523286","0.15712129526067634","0.23107599240913962","0.25207940626362285","0.08966245712596091","0.09849455379546035","0.14149963705045757","0.10187254186113312","0.11677409760846248","0.19846367118280328","0.1938935677229335","0.15435878508347375","0.13278902626864073","0.26056186541195947"
"21915","0.3953198388584184","0.1966455006459631","0.22706657278035755","0.22771331514746096","0.17623011505703326","0.14050259879147678","0.1407432490216324","0.1615124219123639","0.1522911673793075","0.11478195696673589","0.13311489864645065","0.12226374610410162","0.18472977988984507","0.15039701825098684","0.16740268932922192","0.17782741913350272","0.158646763367485","0.1828453246446713","0.16513135854902458","0.10806756170788819","0.12378571010004043","0.10734493675597476"
"23376","0.43208843593853513","0.19171208926423447","0.19661809977042535","0.1703633671449143","0.15414004365828665","0.15402115681678036","0.22174476367199503","0.1209788232508165","0.16608615814831723","0.0960955902148986","0.15646874185218912","0.1302276231548744","0.12692586108469953","0.11942564917588731","0.14772590007951972","0.19134591817504265","0.10772161780596246","0.142641350169792","0.16587738026195342","0.12644887532247087","0.14246832815154098","0.16748152444829492"
"24837","0.38732907609026995","0.13464191385135943","0.19555151196638285","0.15974624040208607","0.17594594841032352","0.17198938043047943","0.17022854740710192","0.12758877807288052","0.14141316648541188","0.10925723188059275","0.15292090940085332","0.09714280642091075","0.17228999229016892","0.12164962851536927","0.13497410189267534","0.1384542674214744","0.15943803250675717","0.15472796604252426","0.18168576006160073","0.11459122160880443","0.10848970521851876","0.14445835076918512"
"26298","0.3636054326123975","0.13727135667587412","0.16536334781367926","0.11861429726710973","0.1444404741365777","0.12026556926809791","0.12901616309140707","0.11820519792914091","0.10824974367783527","0.13768222374603467","0.08411894919974054","0.1194020896392664","0.13806547571410702","0.12043992967684644","0.13208231395548095","0.11336582393403925","0.15764691190590302","0.113195512885595","0.12065563794314374","0.1309927215582422","0.1198288233866816","0.06883696989911407"
"27759","0.3909266173023845","0.1828513055068387","0.17855318437372286","0.1941742810533625","0.17476891010723222","0.1981255028139321","0.19584131873098679","0.12238125245289726","0.13576961817822378","0.11566754345931372","0.14125711732355817","0.167096199462135","0.15951835541625925","0.14780883440292222","0.16227241925478317","0.1565217735274563","0.18700800433700596","0.15612626183206438","0.18373519953399076","0.1802075384699908","0.15994960112246556","0.17213322524581265"
"29220","0.36044889620608084","0.11217955847822013","0.0813464245458853","0.15556616910181004","0.08817632575905807","0.16533141216458827","0.1730517999008843","0.0568680254371213","0.10636890606066142","0.06366512018376685","0.08717150962178362","0.11156602129097166","0.09410657173518493","0.053132827749425196","0.03957988082188401","0.08799830401842164","0.08897696725686945","0.09035910558963214","0.1626290132048377","0.04007732130156455","0.06281422587510285","0.11825070851292274"
"30681","0.37659400194823855","0.17116771911511924","0.21616878199406878","0.1805665332377616","0.19956434760500094","0.1614150604046524","0.17052207783345907","0.13011264905697917","0.1071467331633188","0.13268737066481934","0.10479956474813491","0.09400126488792529","0.1543543975108499","0.14181319791708982","0.14796715471405425","0.14251995844776488","0.17006315667199576","0.11106193566636748","0.1499275354696555","0.15807439095035009","0.14213957254819515","0.09954082822554036"
"32142","0.39267821647773915","0.183402415738064","0.16342360279041732","0.1992682738940586","0.1432542263335222","0.1674601497981194","0.1754254219293702","0.12555454189732898","0.15917393206925937","0.13038079689620174","0.14913815966916982","0.17635503326391583","0.12394704107613402","0.08983679403609374","0.12670653990553687","0.12473968344045273","0.125979977845185","0.14689161531109854","0.1892402118155128","0.13302014266679302","0.09005018872225662","0.17333239308161175"
"33603","0.4034094039719641","0.1890584437962047","0.11203281183107763","0.1187657418419189","0.12522071517002423","0.1814430240604545","0.17269498095265132","0.14434130486776256","0.1417331068632369","0.15330780499017527","0.1911205169486968","0.21471013929782765","0.08581968598575135","0.04221844496206316","0.1301611696737758","0.09179641928645103","0.08586484779696088","0.12385774224425056","0.18414655706894806","0.12968584349895615","0.08353835280705768","0.18641927691657825"
"35064","0.4112724440512883","0.14648666986613695","0.2888359274027707","0.19230690661108313","0.26574096437041145","0.1887151622232441","0.15436027625314305","0.2666773838112759","0.17470848169547404","0.2561370413153995","0.15003279037234063","0.13046357140061424","0.26123430279781007","0.26155409210783553","0.2648169393660946","0.2659734012322202","0.24854764725555326","0.15447153396867078","0.14719446479971832","0.25162459867979836","0.23636491772236135","0.14130540029434074"
