"points","all_attributes","date","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"1000","0.0","0.0","0.006999999999999992","0.32099999999999995","0.161","0.0","0.0","0.0","0.5369999999999998"
"2000","0.0","0.0","0.0049999999999999906","0.342","0.09200000000000001","0.0","0.0","0.0","0.5679999999999988"
"3000","0.0","0.0","0.0040000000000000036","0.15800000000000003","0.147","0.0","0.0","0.0","0.45000000000000034"
"4000","0.0","0.0","0.0040000000000000036","0.16099999999999998","0.22099999999999995","0.0","0.0","0.0","0.5249999999999997"
"5000","0.0","0.0","0.0059999999999999915","0.302","0.04699999999999997","0.0","0.0","0.0","0.5099999999999999"
"6000","0.0","0.00799999999999998","0.007999999999999993","0.239","0.283","0.0","0.0","0.0","0.6029999999999989"
"7000","0.0","0.0","0.006999999999999992","0.12199999999999998","0.13700000000000007","0.0","0.0","0.0","0.43400000000000033"
"8000","0.0","0.0","0.0049999999999999906","0.262","0.046000000000000034","0.0","0.0","0.0","0.46100000000000035"
"9000","0.928","0.0","0.0040000000000000036","0.09799999999999999","0.069","0.0","0.0","0.0","0.9699999999999949"
"10000","0.07199999999999998","0.0","0.0040000000000000036","0.053000000000000005","0.04999999999999999","0.0","0.0","0.0","0.4400000000000003"
"11000","0.0","0.0","0.0059999999999999915","0.16100000000000003","0.307","0.0","0.0","0.0","0.5619999999999995"
"12000","0.0","0.00799999999999998","0.007999999999999993","0.15700000000000003","0.29000000000000004","0.0","0.0","0.0","0.5509999999999996"
"13000","0.0","0.0","0.006999999999999992","0.133","0.166","0.0","0.0","0.0","0.45400000000000035"
"14000","0.0","0.0","0.0049999999999999906","0.293","0.09699999999999999","0.0","0.0","0.0","0.5100000000000003"
"15000","0.0","0.0","0.0040000000000000036","0.308","0.138","0.0","0.0","0.0","0.46100000000000035"
"16000","0.0","0.0","0.0040000000000000036","0.18099999999999997","0.128","0.0","0.0","0.0","0.43700000000000033"
"17000","0.0","0.0","0.0059999999999999915","0.139","0.129","0.5760000000000001","0.5760000000000001","0.575","0.649999999999996"
"18000","0.856","0.00799999999999998","0.007999999999999993","0.245","0.17899999999999996","0.424","0.42399999999999993","0.42600000000000005","0.97399999999998"
"19000","0.14400000000000002","0.0","0.006999999999999992","0.22300000000000003","0.22499999999999998","0.16500000000000004","0.08199999999999999","0.185","0.8189999999999855"
"20000","0.0","0.0","0.0049999999999999906","0.39999999999999997","0.08899999999999997","0.374","0.08600000000000001","0.163","0.7569999999999905"
"21000","0.0","0.0","0.0040000000000000036","0.10300000000000001","0.06599999999999998","0.12299999999999997","0.031000000000000014","0.09599999999999996","0.5949999999999958"
"22000","0.0","0.0","0.0040000000000000036","0.15399999999999997","0.133","0.085","0.02600000000000001","0.048000000000000015","0.6389999999999931"
"23000","0.0","0.0","0.0059999999999999915","0.428","0.27299999999999996","0.32700000000000007","0.18300000000000002","0.15100000000000002","0.8189999999999864"
"24000","0.0","0.00799999999999998","0.007999999999999993","0.15","0.116","0.15700000000000003","0.153","0.224","0.8179999999999873"
"25000","0.33599999999999997","0.0","0.006999999999999992","0.223","0.137","0.15000000000000002","0.03999999999999999","0.15000000000000002","0.8079999999999884"
"26000","0.33599999999999997","0.0","0.0049999999999999906","0.12499999999999999","0.10800000000000003","0.139","0.18099999999999997","0.40800000000000003","0.7759999999999883"
"27000","0.44799999999999995","0.0","0.0040000000000000036","0.10800000000000001","0.15200000000000002","0.09500000000000003","0.134","0.15899999999999997","0.8289999999999876"
"28000","0.552","0.0","0.0040000000000000036","0.305","0.12500000000000003","0.33299999999999996","0.14299999999999996","0.492","0.9459999999999855"
"29000","0.0","0.0","0.0059999999999999915","0.19299999999999998","0.09600000000000002","0.151","0.09199999999999998","0.05900000000000001","0.6939999999999937"
"30000","0.0","0.00799999999999998","0.007999999999999993","0.19599999999999998","0.158","0.21300000000000002","0.146","0.22899999999999998","0.7069999999999922"
"31000","0.0","0.0","0.006999999999999992","0.15400000000000003","0.03600000000000002","0.04200000000000001","0.031","0.045999999999999965","0.5859999999999972"
"32000","0.0","0.0","0.0049999999999999906","0.14400000000000002","0.02800000000000001","0.05000000000000002","0.020999999999999977","0.137","0.5769999999999968"
"33000","0.0","0.0","0.0040000000000000036","0.441","0.10799999999999998","0.46599999999999997","0.22000000000000003","0.36900000000000005","0.862999999999987"
"34000","0.0","0.0","0.0040000000000000036","0.5289999999999999","0.17100000000000004","0.495","0.20500000000000002","0.235","0.834999999999989"
"35000","0.24","0.0","0.0059999999999999915","0.412","0.21800000000000003","0.42800000000000005","0.14600000000000002","0.187","0.792999999999986"
"36000","0.472","0.00799999999999998","0.007999999999999993","0.11599999999999999","0.11699999999999999","0.15300000000000002","0.020000000000000004","0.039999999999999994","0.8619999999999806"
"37000","0.28800000000000003","0.0","0.006999999999999992","0.372","0.30000000000000004","0.309","0.184","0.097","0.8179999999999852"
"38000","0.0","0.0","0.0049999999999999906","0.27699999999999997","0.024","0.219","0.038999999999999965","0.13","0.6769999999999914"
"39000","0.0","0.0","0.0040000000000000036","0.268","0.07099999999999997","0.08300000000000003","0.061000000000000006","0.091","0.6919999999999915"
"40000","0.24","0.0","0.0040000000000000036","0.12300000000000004","0.276","0.047","0.081","0.16799999999999998","0.7599999999999876"
"41000","0.24","0.0","0.0059999999999999915","0.126","0.158","0.16200000000000003","0.08199999999999998","0.133","0.7739999999999841"
"42000","0.0","0.00799999999999998","0.007999999999999993","0.07999999999999997","0.12","0.03900000000000001","0.096","0.10099999999999999","0.7669999999999868"
"43000","0.0","0.0","0.006999999999999992","0.32","0.09199999999999998","0.292","0.08299999999999999","0.09100000000000003","0.7759999999999861"
"44000","0.0","0.0","0.0049999999999999906","0.102","0.07699999999999999","0.07700000000000001","0.06299999999999999","0.111","0.6849999999999921"
