"points","all_attributes","day","period","nswprice","nswdemand","vicprice","vicdemand","transfer"
"48","0.9999999999999996","1.0","0.0","0.1875","0.12499999999999999","0.0","0.0","0.0"
"96","1.0","1.0","0.0","0.4166666666666667","0.08333333333333333","0.0","0.0","0.0"
"144","1.0","1.0","0.0","0.8541666666666666","0.10416666666666669","0.0","0.0","0.0"
"192","0.9999999999999999","1.0","0.0","0.375","0.5","0.0","0.0","0.0"
"240","0.9999999999999999","1.0","0.0","0.2708333333333333","0.27083333333333337","0.0","0.0","0.0"
"288","0.9999999999999998","1.0","0.0","0.6666666666666666","0.6458333333333334","0.0","0.0","0.0"
"336","0.9999999999999999","1.0","0.0","0.1875","0.1875","0.0","0.0","0.0"
"384","1.0","1.0","0.0","0.08333333333333336","0.041666666666666685","0.0","0.0","0.0"
"432","1.0","1.0","0.0","0.14583333333333334","0.16666666666666669","0.0","0.0","0.0"
"480","1.0000000000000002","1.0","0.0","0.14583333333333334","0.16666666666666669","0.0","0.0","0.0"
"528","1.0","1.0","0.0","0.25","0.4166666666666667","0.0","0.0","0.0"
"576","1.0000000000000002","1.0","0.0","0.14583333333333331","0.22916666666666666","0.0","0.0","0.0"
"624","1.0","1.0","0.0","0.25","0.5833333333333333","0.0","0.0","0.0"
"672","0.9999999999999998","1.0","0.0","0.27083333333333337","0.10416666666666667","0.0","0.0","0.0"
"720","0.9999999999999999","1.0","0.0","0.041666666666666685","0.10416666666666667","0.0","0.0","0.0"
"768","1.0000000000000002","1.0","0.0","0.4375","0.16666666666666669","0.0","0.0","0.0"
"816","0.9999999999999996","1.0","0.0","0.10416666666666669","0.041666666666666644","0.0","0.0","0.0"
"864","0.9999999999999997","1.0","0.0","0.41666666666666663","0.41666666666666663","0.0","0.0","0.0"
"912","1.0","1.0","0.0","0.0","0.22916666666666666","0.0","0.0","0.0"
"960","0.9999999999999998","1.0","0.0","0.0625","0.5625","0.0","0.0","0.0"
"1008","1.0","1.0","0.0","0.7916666666666666","0.0625","0.0","0.0","0.0"
"1056","0.9999999999999999","1.0","0.0","0.06250000000000001","0.041666666666666685","0.0","0.0","0.0"
"1104","0.9999999999999998","1.0","0.0","0.08333333333333336","0.08333333333333334","0.0","0.0","0.0"
"1152","0.9999999999999998","1.0","0.0","0.041666666666666706","0.10416666666666667","0.0","0.0","0.0"
"1200","0.9999999999999997","1.0","0.0","0.10416666666666671","0.4166666666666667","0.0","0.0","0.0"
"1248","0.9999999999999998","1.0","0.0","0.08333333333333331","0.125","0.0","0.0","0.0"
"1296","0.9999999999999999","1.0","0.0","0.16666666666666669","0.41666666666666663","0.0","0.0","0.0"
"1344","0.9999999999999997","1.0","0.0","0.16666666666666663","0.14583333333333331","0.0","0.0","0.0"
"1392","0.9999999999999999","1.0","0.0","0.16666666666666666","0.10416666666666667","0.0","0.0","0.0"
"1440","1.0000000000000002","1.0","0.0","0.020833333333333356","0.125","0.0","0.0","0.0"
"1488","1.0","1.0","0.0","0.08333333333333329","0.06249999999999999","0.0","0.0","0.0"
"1536","0.9999999999999999","1.0","0.0","0.3125","0.35416666666666663","0.0","0.0","0.0"
"1584","0.9999999999999997","1.0","0.0","0.04166666666666666","0.14583333333333331","0.0","0.0","0.0"
"1632","1.0","1.0","0.0","0.35416666666666663","0.12499999999999997","0.0","0.0","0.0"
"1680","1.0","1.0","0.0","0.18750000000000006","0.4583333333333333","0.0","0.0","0.0"
"1728","1.0","1.0","0.0","0.2916666666666667","0.08333333333333334","0.0","0.0","0.0"
"1776","1.0","1.0","0.0","0.02083333333333335","0.08333333333333333","0.0","0.0","0.0"
"1824","1.0","1.0","0.0","0.3541666666666667","0.125","0.0","0.0","0.0"
"1872","0.9999999999999997","1.0","0.0","0.062499999999999986","0.41666666666666674","0.0","0.0","0.0"
"1920","0.9999999999999999","1.0","0.0","0.33333333333333337","0.14583333333333331","0.0","0.0","0.0"
"1968","0.9999999999999999","1.0","0.0","0.6041666666666667","0.375","0.0","0.0","0.0"
"2016","0.9999999999999997","1.0","0.0","0.1875","0.20833333333333331","0.0","0.0","0.0"
"2064","0.9999999999999999","1.0","0.0","0.8333333333333335","0.041666666666666685","0.0","0.0","0.0"
"2112","0.9999999999999998","1.0","0.0","0.12499999999999997","0.04166666666666668","0.0","0.0","0.0"
"2160","0.9999999999999999","1.0","0.0","0.125","0.0","0.0","0.0","0.0"
"2208","0.9999999999999998","1.0","0.0","0.6666666666666667","0.39583333333333337","0.0","0.0","0.0"
"2256","0.9999999999999998","1.0","0.0","0.25","0.125","0.0","0.0","0.0"
"2304","1.0","1.0","0.0","0.4375","0.5208333333333334","0.0","0.0","0.0"
"2352","0.9999999999999997","1.0","0.0","0.5416666666666667","0.1875","0.0","0.0","0.0"
"2400","0.9999999999999994","1.0","0.0","0.3541666666666667","0.08333333333333334","0.0","0.0","0.0"
"2448","0.9999999999999996","1.0","0.0","0.20833333333333331","0.0625","0.0","0.0","0.0"
"2496","0.9999999999999997","1.0","0.0","0.29166666666666663","0.04166666666666667","0.0","0.0","0.0"
"2544","0.9999999999999999","1.0","0.0","0.125","0.39583333333333337","0.0","0.0","0.0"
"2592","1.0","1.0","0.0","0.35416666666666674","0.25","0.0","0.0","0.0"
"2640","0.9999999999999999","1.0","0.0","0.375","0.5416666666666667","0.0","0.0","0.0"
"2688","1.0","1.0","0.0","0.5","0.16666666666666666","0.0","0.0","0.0"
"2736","0.9999999999999998","1.0","0.0","0.5416666666666666","0.10416666666666669","0.0","0.0","0.0"
"2784","0.9999999999999999","1.0","0.0","0.12499999999999996","0.020833333333333332","0.0","0.0","0.0"
"2832","0.9999999999999999","1.0","0.0","0.20833333333333331","0.08333333333333337","0.0","0.0","0.0"
"2880","0.9999999999999998","1.0","0.0","0.8125","0.4375","0.0","0.0","0.0"
"2928","0.9999999999999999","1.0","0.0","0.0625","0.18749999999999997","0.0","0.0","0.0"
"2976","0.9999999999999998","1.0","0.0","0.47916666666666663","0.5208333333333334","0.0","0.0","0.0"
"3024","0.9999999999999999","1.0","0.0","0.41666666666666663","0.18750000000000003","0.0","0.0","0.0"
"3072","0.9999999999999998","1.0","0.0","0.39583333333333337","0.14583333333333331","0.0","0.0","0.0"
"3120","0.9999999999999997","1.0","0.0","0.49999999999999994","0.04166666666666665","0.0","0.0","0.0"
"3168","0.9999999999999998","1.0","0.0","0.1875","0.020833333333333343","0.0","0.0","0.0"
"3216","1.0","1.0","0.0","0.4166666666666667","0.2916666666666667","0.0","0.0","0.0"
"3264","0.9999999999999998","1.0","0.0","0.16666666666666669","0.18749999999999997","0.0","0.0","0.0"
"3312","0.9999999999999998","1.0","0.0","0.25","0.4791666666666667","0.0","0.0","0.0"
"3360","1.0","1.0","0.0","0.3333333333333333","0.08333333333333334","0.0","0.0","0.0"
"3408","0.9999999999999998","1.0","0.0","0.22916666666666666","0.02083333333333333","0.0","0.0","0.0"
