"points","all_attributes","x1","x2","x3","x4","x5"
"100000","0.007519999999999978","0.009139999999999985","0.00771000000000001","0.007259999999999996","0.008369999999999992","0.06231000000000026"
"200000","0.0069900000000000205","0.004080000000000019","0.0071400000000000075","0.006879999999999989","0.008019999999999984","0.06161000000000021"
"300000","0.0075699999999999795","0.0076200000000000035","0.007820000000000011","0.010240000000000008","0.007750000000000011","0.061650000000000135"
"400000","0.007860000000000002","0.007079999999999988","0.006739999999999993","0.006810000000000028","0.0065800000000000155","0.05935000000000023"
"500000","0.006520000000000002","0.006459999999999976","0.006289999999999988","0.007349999999999997","0.008240000000000004","0.06087000000000015"
"600000","0.007180000000000013","0.0055","0.0065400000000000276","0.008319999999999984","0.008499999999999994","0.06154000000000026"
"700000","0.005220000000000011","0.004379999999999991","0.006590000000000006","0.008529999999999994","0.0051700000000000045","0.06263000000000012"
"800000","0.005640000000000022","0.005449999999999999","0.006230000000000015","0.007990000000000014","0.006990000000000006","0.06362000000000022"
"900000","0.004440000000000001","0.005900000000000008","0.009170000000000005","0.008870000000000015","0.008469999999999998","0.06356000000000028"
"1000000","0.42995000000000005","0.27929999999999994","0.24410000000000004","0.2142100000000001","0.23315999999999998","0.5931799999999986"
"1100000","0.003179999999999998","0.005260000000000018","0.007120000000000018","0.00700999999999999","0.007610000000000008","0.06092000000000011"
"1200000","0.005239999999999986","0.0069000000000000086","0.006020000000000015","0.00502999999999998","0.007950000000000004","0.0591700000000002"
"1300000","0.005500000000000003","0.0065000000000000144","0.006480000000000007","0.007330000000000003","0.008659999999999998","0.060430000000000116"
"1400000","0.008290000000000004","0.00696000000000002","0.007930000000000013","0.00989","0.010239999999999996","0.0640900000000003"
"1500000","0.008119999999999985","0.006629999999999988","0.006979999999999997","0.008730000000000005","0.009149999999999995","0.05936000000000024"
"1600000","0.005310000000000002","0.005179999999999997","0.008780000000000003","0.009349999999999987","0.007600000000000009","0.059750000000000185"
"1700000","0.006410000000000039","0.005919999999999998","0.007590000000000003","0.008899999999999998","0.007379999999999991","0.06009000000000022"
"1800000","0.0065399999999999755","0.004120000000000017","0.008849999999999993","0.0058100000000000165","0.006169999999999998","0.05920000000000016"
