"points","all_attributes","Airline_Flight_AirportFrom","Airline_Flight_AirportTo","Airline_Flight_Time","Airline_Flight_Length","Airline_AirportFrom_AirportTo","Airline_AirportFrom_Time","Airline_AirportFrom_Length","Airline_AirportTo_Time","Airline_AirportTo_Length","Airline_Time_Length","Flight_AirportFrom_AirportTo","Flight_AirportFrom_Time","Flight_AirportFrom_Length","Flight_AirportTo_Time","Flight_AirportTo_Length","Flight_Time_Length","AirportFrom_AirportTo_Time","AirportFrom_AirportTo_Length","AirportFrom_Time_Length","AirportTo_Time_Length"
"17612","0.3950840797366955","0.21220707982806783","0.2120517613804788","0.15638149817531102","0.15648768556617007","0.2857726288441603","0.2542427606036132","0.22205393024480247","0.24922483299059908","0.22231859801409057","0.16180453047995005","0.30217308589386566","0.22780381495860275","0.21225901729505386","0.22400555890724225","0.20930508172562706","0.14890496325735694","0.35355955261087696","0.2620865042360954","0.22963377692696127","0.22619619807925972"
"35659","0.32785867710734057","0.135712722183391","0.13525183752408293","0.06055924109465737","0.05595782029148561","0.22384747983476586","0.17217730635840806","0.14662241413132515","0.1767783972622355","0.14737231505460963","0.07288711229266664","0.24445974064171208","0.15034316557605532","0.1445915445942359","0.15748237680749194","0.1378177518715828","0.04398256872948859","0.2907931110174651","0.20292890443055106","0.1540431944544671","0.15368628307233437"
"53799","0.5801473903317579","0.23954072305935217","0.2426913085754488","0.1673573839903211","0.14958596030762913","0.3195541551717733","0.27608480947455816","0.22488290720453305","0.2859714109732931","0.22828548381355437","0.14200174688498307","0.398105235149577","0.26270953798119423","0.2422287014036619","0.26993707770325437","0.23969762535911046","0.11006904612312218","0.4506528272256558","0.2895600265090369","0.2489056102233526","0.24808372338527016"
"68078","0.5941288285336683","0.2478405040889896","0.24650793049402808","0.1796573686576177","0.15393834014966998","0.3359488286827902","0.29575538689145076","0.23570522947374328","0.3067080871121904","0.2343513238961151","0.157025141890325","0.4105656401539213","0.2790555100140762","0.2476197884655568","0.28488012356865455","0.24287615225909423","0.1250442555759958","0.46646164361144926","0.29754215326857303","0.2576361488929606","0.26120510173765005"
"85189","0.45052130654716527","0.16984329319698058","0.1693102730283006","0.11384437413677549","0.06713968006397544","0.28243115101615207","0.24801139250836957","0.18995830558936097","0.25048885334724813","0.18658961577897815","0.12501739884119456","0.3128668292654255","0.2153736914556485","0.17559840283969141","0.2129009160002839","0.1753475638817255","0.08096259032537854","0.37733334337486085","0.2471984052087456","0.21115768634120347","0.21548994692358356"
"103138","0.39469006629901165","0.20951585046519988","0.2098372344832034","0.16664817950376296","0.15826981277871838","0.2822295634733049","0.2495993818233619","0.21939422566837224","0.2501157240199735","0.21907509925464516","0.1717398716653706","0.2964953648864916","0.2199429785357955","0.20046689775619847","0.21846661192217776","0.1997947033503089","0.14194734356037764","0.35298285238127564","0.25776128014881367","0.22209781821440197","0.22428047584096142"
"120388","0.34194540170030674","0.15027156305488315","0.15827638405300884","0.09272626452003295","0.08612951224593035","0.23628295092699578","0.1931133728139322","0.1616402503744677","0.20119404021466009","0.168299298673727","0.10470963902032547","0.2571924530547832","0.17173575772004218","0.15479423464174624","0.17737293297225168","0.16077411739031053","0.0727638405301114","0.3081637155412992","0.21675497227429696","0.17301391740816519","0.18199958337052927"
"137920","0.35541653007226626","0.1567218917170149","0.16245506286574374","0.09162882965774546","0.0915748869009043","0.24618822208617755","0.19777668906663018","0.1692583703641746","0.2082237798777773","0.17174814006790118","0.10388390629158804","0.2645932658009073","0.17706692874583094","0.15974190267286525","0.180794576681915","0.1591931750648581","0.07205275174524847","0.31916462192152967","0.22064667420982076","0.17763876745767015","0.18264071035724808"
"155976","0.3484048395978544","0.14756817907634395","0.1503957659899152","0.07282831701132902","0.06521814094834005","0.23798654854112117","0.19644989109964664","0.16170952414602102","0.19894656163158933","0.16500337581668265","0.08920222481720268","0.25849392654657877","0.16852620436635346","0.1491046971666113","0.17326103427714581","0.15262869817169852","0.05982558492151983","0.31315475681156213","0.21797584585512875","0.172771201334212","0.18243375755131158"
"174115","0.5879975997318904","0.24288222995924613","0.25469447471873113","0.1714420691497708","0.15838779171101774","0.3296486533478559","0.28450359828163757","0.22895685878705802","0.2996517915074522","0.23766376740300238","0.14793670247278504","0.40555191321713624","0.2672752293188894","0.23766669352478945","0.2789587247197889","0.24805739439456767","0.1136940803284042","0.4598932601661045","0.2955649747462931","0.24835717345116914","0.2605723748658843"
"188415","0.6274564161328134","0.30307662925309514","0.30532903371138276","0.23689196424490527","0.21663748016689185","0.37823583279463824","0.3560302932361599","0.29198218448217883","0.3573698686933844","0.29023130464306424","0.21061081075786975","0.4471983245512357","0.33030092456562404","0.2937638668520986","0.33091106605811965","0.2952928444104891","0.16508739626386681","0.5093460787577905","0.34181953667246734","0.3166272126566184","0.3144823477176357"
