"points","all_attributes","x1_x2","x1_x3","x1_x4","x1_x5","x2_x3","x2_x4","x2_x5","x3_x4","x3_x5","x4_x5"
"10000","0.16628463145153455","0.035242279052207094","0.0404692985557942","0.05228743358969293","0.03779750676289925","0.041485928879843696","0.049992371980715586","0.038040200199713034","0.05967229214903535","0.04649024347025028","0.05520873242699253"
"20000","0.1683533422851592","0.03599176566066771","0.03645665548464567","0.036076985250497656","0.03918756173308681","0.04020061482044588","0.043060606617267634","0.04234459628785959","0.04871384398097019","0.0492611962069499","0.04660748822439203"
"30000","0.16445560185995198","0.033655642379492","0.04165869772360919","0.04357879519260522","0.04443002892589881","0.03458312711739448","0.0447218354395453","0.05042280415461415","0.05150117535385435","0.0451966661785465","0.04888255211676747"
"40000","0.16859567357208632","0.0403035135952026","0.043460263321368924","0.04414873893802854","0.04630828492795336","0.03552538491523841","0.043325537538545136","0.042703672842496175","0.054179158928621365","0.04969715948367736","0.048122353228427096"
"50000","0.1716999348078484","0.03845887711447647","0.041040267866855246","0.04460558886406424","0.04753181187630293","0.03544621989931918","0.04390889511227767","0.04701807630731393","0.04933748270614442","0.057752343364073","0.058107133486155295"
"60000","0.17277254204815823","0.03587868467976493","0.03945623865536911","0.05204098063963151","0.04830526038351897","0.03612505973950288","0.05094370689970234","0.048146905848239524","0.05421423884352837","0.058546231032460455","0.060029077754093926"
"70000","0.1646795026485829","0.03510490890771245","0.03382258199665432","0.04402297705359344","0.04446871435521246","0.03662156099892409","0.047818635968194786","0.052084717055508226","0.04677582821253379","0.04941617701917617","0.04988451402147222"
"80000","0.16733855139531484","0.03832100714142851","0.041108886582638976","0.04669972556835902","0.04600829808181629","0.046376712836311076","0.04950002019064399","0.05434589476340179","0.05363983296197035","0.05365006421456025","0.05862944300007095"
"90000","0.17437837623314137","0.03920915286890915","0.03646002711882997","0.04376003226293793","0.04379629212298895","0.04119448050547322","0.05216774988994388","0.05255906049852462","0.0618691063060885","0.05003580538868971","0.05950077321319911"
"100000","0.16457218427933692","0.03609501325926398","0.031706183921967335","0.041298396515874365","0.03956845948709719","0.03415504244828408","0.05002198548702534","0.0468938463540248","0.0491314978084366","0.045023806953529574","0.057846933484308465"
"110000","0.1716885016065438","0.0366787317355536","0.03814076479421275","0.04804296875676512","0.04867102843139824","0.041659264794918216","0.05043924827606241","0.05435096363931837","0.05561959708800825","0.051498520523192266","0.05406743335873459"
"120000","0.16622013573743968","0.0346961104714165","0.03737140454504099","0.04784727095246799","0.03737324458840718","0.03588126685259298","0.052419500860311025","0.04463882835212012","0.05795329090108346","0.046490148812059456","0.05246472559863817"
"130000","0.15945941921688886","0.030572234305004546","0.030222729498464034","0.0442166880304785","0.039142067941689555","0.033687052132358314","0.047053107496783916","0.048053335732565386","0.053394050873021875","0.04595345818184701","0.057782248601479166"
"140000","0.15980188206684914","0.03176753463282322","0.032399752156028395","0.03994940020383012","0.04108454996493032","0.040080400906781194","0.04024273852747397","0.04645891278670673","0.05103929665081882","0.04615172449825625","0.05182092118584496"
"150000","0.16063154722488268","0.027819351952595127","0.030787101967883517","0.03309197581008878","0.03846262012919015","0.03640908699460255","0.04323503861245725","0.04693673148002947","0.04969609826363884","0.046415977337946515","0.048453047269833543"
"160000","0.1646499763592229","0.03750061346145723","0.03513494536394142","0.04309970966388113","0.04809266856858899","0.03963605807732252","0.04421612658075012","0.04606548435124173","0.04619652839070969","0.053745541686467745","0.05721009566883245"
"170000","0.16338573920043115","0.035763832453432516","0.029351004194741383","0.03912547993095861","0.03668312553060241","0.0357720203253193","0.04233456903190508","0.044686314183633974","0.04671661480991672","0.04725614897564781","0.050151266061694434"
