"points","all_attributes","x1_x2_x3","x1_x2_x4","x1_x2_x5","x1_x3_x4","x1_x3_x5","x1_x4_x5","x2_x3_x4","x2_x3_x5","x2_x4_x5","x3_x4_x5"
"50000","0.0784188453352464","0.03020557769403908","0.03276842447844652","0.03636995963588786","0.034499876905148066","0.037021043012662146","0.0399831964409808","0.03688235226743406","0.04154173914128592","0.04548081553762732","0.0456636604323736"
"100000","0.07822199537137918","0.02885603142929208","0.031167257974631442","0.03403780448808802","0.03105763720228539","0.03646748632561139","0.03993107991711767","0.033301503968788115","0.03678401002274177","0.04464928325472677","0.04395741093904423"
"150000","0.079258580863329","0.029177076386262754","0.03439205465083683","0.0354909186376994","0.034522908151099985","0.03702921259948158","0.04068066964947394","0.0336099247394637","0.03953308889526351","0.04461296750351371","0.04409188518087493"
"200000","0.07735740623211262","0.031055089755845013","0.0384783360407915","0.03388570370127071","0.03613932278219526","0.03505408113341818","0.04102613570079092","0.03815366577971663","0.03563858517739667","0.04313870006841534","0.04485200194390962"
"250000","0.08156471126508093","0.031273225061171354","0.03689949989214396","0.037022594528029286","0.037951049138214656","0.03994855134069281","0.043026010749616754","0.03902228368077775","0.04122475020827553","0.04648045226002766","0.04667335853001141"
"300000","0.07932808033362329","0.02669106742022209","0.030884119953403816","0.03573298463243265","0.03405471469974499","0.036450074064250285","0.040579974598738106","0.03389095928264679","0.0397374521297668","0.04432891578495942","0.04639984114297757"
"350000","0.07889756615282802","0.02711638948317738","0.03247689804396602","0.03604178603861952","0.03366049180184484","0.03905195803612733","0.04047006019120786","0.03367729572339051","0.038915564515292794","0.04300592212913168","0.045221794240991375"
"400000","0.08038618846629325","0.03128740386920678","0.033976151316417944","0.036846157432372635","0.03421549360498233","0.035848890830816854","0.03956738175885216","0.03712397032543969","0.03836100021880442","0.04486547220986601","0.04642581095287233"
"450000","0.07774477381353904","0.028461627031167794","0.03375497940781004","0.034640413606926046","0.03436068020188679","0.03909868960960135","0.040818048758697864","0.037337444670376904","0.035583733133966663","0.04490466109287136","0.04581327850006106"
"500000","0.07966937720311716","0.028360204914583177","0.03549987110973847","0.03607854371351504","0.034383992679924806","0.03871048151159042","0.0418016236739464","0.03836997899987109","0.03748691620570289","0.04572958863930156","0.046609111923035025"
"550000","0.07716061668416997","0.026949046948360606","0.03186101210929439","0.031851517486333705","0.03323172823082517","0.037045644513048155","0.03818191893258182","0.03632405089656113","0.038659701498035465","0.044154039191909474","0.043936689059598806"
"600000","0.07975401212162316","0.029109330799520335","0.034416983470412735","0.03594203134190037","0.03719185217815067","0.03896252206344001","0.04031312783990543","0.03818207734152648","0.03973416162533857","0.044973725474510604","0.04525632585044658"
"650000","0.08044996942263262","0.032408717411009584","0.03589628394211824","0.0349354109900268","0.03684407533143048","0.03784219677896023","0.040801043060964375","0.039575623440063004","0.037919971814400905","0.04442657340691104","0.04817174025396593"
"700000","0.08287513569199476","0.03230746949589133","0.035679405660954164","0.03467770046946926","0.03882202547510184","0.03845514796693808","0.039439873120034594","0.03866119424871849","0.03991310108529605","0.04535557841338446","0.04993395817429982"
