"points","all_attributes","x1_x2_x3","x1_x2_x4","x1_x2_x5","x1_x3_x4","x1_x3_x5","x1_x4_x5","x2_x3_x4","x2_x3_x5","x2_x4_x5","x3_x4_x5"
"100000","0.05567000000000015","0.013949999999999985","0.015309999999999994","0.01408999999999999","0.013209999999999994","0.014050000000000005","0.01584","0.013409999999999995","0.014229999999999984","0.015619999999999997","0.01606"
"200000","0.0560100000000001","0.014920000000000008","0.013729999999999997","0.014599999999999995","0.013049999999999992","0.01331","0.015090000000000001","0.015369999999999993","0.01413","0.015509999999999993","0.016349999999999996"
"300000","0.05773000000000009","0.014290000000000021","0.012899999999999991","0.013959999999999992","0.014359999999999996","0.014319999999999994","0.015880000000000002","0.014520000000000005","0.013449999999999998","0.015369999999999993","0.01651"
"400000","0.05756000000000017","0.014150000000000001","0.014440000000000008","0.014630000000000006","0.015619999999999998","0.014849999999999986","0.01636","0.014549999999999993","0.016259999999999997","0.016729999999999995","0.017920000000000002"
"500000","0.0565000000000001","0.013059999999999995","0.014610000000000012","0.017009999999999997","0.016629999999999995","0.015780000000000002","0.018749999999999985","0.014949999999999998","0.015359999999999993","0.017960000000000007","0.01809999999999999"
"600000","0.057400000000000166","0.013859999999999989","0.016150000000000005","0.013819999999999999","0.016980000000000006","0.014559999999999991","0.0164","0.015550000000000007","0.01554","0.017699999999999997","0.016759999999999994"
"700000","0.05870999999999994","0.01287999999999999","0.016889999999999995","0.014180000000000005","0.01736999999999999","0.015740000000000004","0.0158","0.015220000000000003","0.015140000000000011","0.015939999999999996","0.017679999999999998"
"800000","0.056700000000000216","0.012990000000000012","0.017549999999999993","0.015569999999999994","0.015319999999999993","0.015149999999999995","0.015949999999999992","0.01584999999999999","0.014409999999999996","0.016470000000000005","0.01774999999999999"
"900000","0.058090000000000176","0.012139999999999991","0.01695999999999999","0.013090000000000011","0.015170000000000005","0.015449999999999988","0.01716","0.014109999999999996","0.015629999999999988","0.01652000000000001","0.016179999999999986"
"1000000","0.7019099999999994","0.60435","0.5625899999999997","0.5750100000000001","0.5463","0.55119","0.5371200000000003","0.51869","0.5298200000000001","0.3972599999999997","0.3879799999999999"
"1100000","0.09671000000000052","0.01794","0.019089999999999996","0.01839","0.019299999999999994","0.020700000000000003","0.021079999999999995","0.018759999999999992","0.020789999999999993","0.022010000000000005","0.020059999999999995"
"1200000","0.09647000000000051","0.020250000000000004","0.019239999999999997","0.0206","0.01979","0.020180000000000003","0.019129999999999994","0.01887000000000002","0.01905999999999999","0.01945000000000001","0.02049"
"1300000","0.09482000000000065","0.020999999999999998","0.01774","0.021029999999999993","0.019149999999999997","0.02113","0.01894000000000001","0.019830000000000004","0.017950000000000004","0.019210000000000005","0.019720000000000005"
"1400000","0.09688000000000034","0.021509999999999994","0.01938","0.021449999999999997","0.018910000000000003","0.022809999999999993","0.020250000000000004","0.019530000000000006","0.019839999999999993","0.021410000000000005","0.018910000000000003"
"1500000","0.09779000000000049","0.020310000000000005","0.01972000000000001","0.020019999999999996","0.021669999999999995","0.0205","0.0176","0.023420000000000003","0.018710000000000008","0.019829999999999993","0.020320000000000005"
"1600000","0.09595000000000058","0.018450000000000008","0.02028","0.020770000000000004","0.017610000000000008","0.017390000000000003","0.01928000000000001","0.018569999999999996","0.019169999999999996","0.018059999999999996","0.017579999999999988"
"1700000","0.09468000000000062","0.019909999999999997","0.019429999999999996","0.018619999999999998","0.017470000000000003","0.02016000000000001","0.021480000000000006","0.01741","0.01973000000000001","0.01976999999999999","0.01969"
"1800000","0.09561000000000058","0.01915999999999999","0.019189999999999992","0.018940000000000002","0.017269999999999997","0.019740000000000004","0.02025999999999998","0.01812","0.01911000000000001","0.02001","0.01865000000000001"
