"points","all_attributes","x1","x2","x3","x4","x5"
"10000","0.16639999999999827","0.0057999999999999476","0.009600000000000022","0.013399999999999992","0.0179","0.005299999999999977"
"20000","0.16899999999999793","0.008899999999999998","0.007200000000000014","0.010399999999999968","0.011800000000000005","0.005899999999999978"
"30000","0.16419999999999835","0.012099999999999986","0.009800000000000005","0.009199999999999972","0.008900000000000005","0.007700000000000007"
"40000","0.1684999999999981","0.007100000000000009","0.004099999999999975","0.008199999999999989","0.015700000000000006","0.009999999999999976"
"50000","0.17159999999999767","0.010100000000000012","0.004500000000000018","0.008399999999999994","0.013999999999999999","0.008500000000000008"
"60000","0.17249999999999777","0.01050000000000001","0.009699999999999983","0.016100000000000007","0.025300000000000003","0.013899999999999997"
"70000","0.16499999999999806","0.01090000000000002","0.0018999999999999972","0.010200000000000035","0.014899999999999997","0.013200000000000017"
"80000","0.16699999999999765","0.008600000000000003","0.00890000000000001","0.015200000000000026","0.006899999999999976","0.010800000000000004"
"90000","0.17369999999999822","0.0061000000000000255","0.012000000000000004","0.016800000000000016","0.008400000000000019","0.007499999999999972"
"100000","0.163899999999998","0.007600000000000023","0.007599999999999971","0.005100000000000025","0.011499999999999982","0.009200000000000024"
"110000","0.17139999999999814","0.003800000000000036","0.006699999999999987","0.007399999999999997","0.01759999999999999","0.015999999999999997"
"120000","0.16509999999999786","0.009900000000000037","0.009899999999999989","0.002599999999999991","0.012200000000000016","0.007299999999999976"
"130000","0.15909999999999808","0.007300000000000025","0.00769999999999999","0.003300000000000018","0.009000000000000022","0.008899999999999974"
"140000","0.15949999999999775","0.005100000000000004","0.004800000000000042","0.002599999999999991","0.00399999999999999","0.011100000000000006"
"150000","0.16089999999999804","0.0070000000000000305","0.010500000000000013","0.006900000000000014","0.011899999999999994","0.011600000000000029"
"160000","0.16539999999999813","0.005499999999999977","0.0104","0.007800000000000033","0.01469999999999999","0.017600000000000032"
"170000","0.16379999999999806","0.008399999999999984","0.007699999999999992","0.007199999999999995","0.006699999999999998","0.011700000000000032"
"180000","0.16889999999999805","0.0077999999999999875","0.010100000000000017","0.014199999999999997","0.0077999999999999875","0.007299999999999982"
"190000","0.1717999999999978","0.006899999999999996","0.002199999999999973","0.014700000000000026","0.009099999999999997","0.011399999999999993"
"200000","0.16109999999999802","0.004100000000000041","0.008700000000000022","0.008800000000000002","0.010000000000000009","0.003400000000000002"
"210000","0.16509999999999803","0.006700000000000043","0.008200000000000016","0.016400000000000005","0.0034999999999999892","0.015300000000000008"
"220000","0.1660999999999979","0.009499999999999991","0.0067000000000000046","0.008600000000000014","0.012400000000000008","0.011100000000000013"
"230000","0.16939999999999758","0.011499999999999979","0.006000000000000016","0.010100000000000029","0.005599999999999994","0.010999999999999982"
"240000","0.16699999999999804","0.007999999999999976","0.009800000000000014","0.007300000000000029","0.012200000000000003","0.014499999999999997"
"250000","0.16419999999999751","0.007099999999999999","0.007300000000000011","0.012399999999999998","0.01579999999999998","0.013699999999999995"
"260000","0.16769999999999802","0.007499999999999989","0.00830000000000002","0.008499999999999983","0.009000000000000008","0.015399999999999988"
"270000","0.16519999999999818","0.00799999999999998","0.0070999999999999935","0.0049999999999999906","0.010699999999999987","0.00840000000000001"
"280000","0.16349999999999792","0.005500000000000019","0.004100000000000045","0.007800000000000019","0.014100000000000001","0.009100000000000016"
"290000","0.16259999999999805","0.012100000000000027","0.008300000000000014","0.004899999999999998","0.006000000000000005","0.01419999999999999"
"300000","0.17399999999999763","0.014800000000000053","0.011400000000000028","0.009299999999999971","0.009699999999999986","0.0174"
"310000","0.16689999999999788","0.010300000000000045","0.0104","0.007099999999999995","0.0068000000000000005","0.018200000000000008"
"320000","0.16059999999999827","0.0027000000000000288","0.011900000000000016","0.005600000000000001","0.011099999999999999","0.010699999999999998"
"330000","0.16509999999999828","0.009700000000000014","0.01820000000000001","0.009900000000000027","0.011200000000000002","0.0093"
"340000","0.17129999999999818","0.0067000000000000115","0.011400000000000007","0.01680000000000003","0.009299999999999989","0.0167"
"350000","0.16599999999999795","0.006999999999999985","0.0069000000000000224","0.013100000000000035","0.005600000000000008","0.012299999999999993"
"360000","0.16269999999999785","0.008300000000000037","0.005200000000000029","0.0033000000000000147","0.007000000000000006","0.01930000000000002"
"370000","0.16799999999999818","0.013800000000000031","0.00799999999999998","0.012199999999999985","0.013500000000000012","0.012200000000000011"
"380000","0.17049999999999785","0.0018000000000000273","0.009099999999999973","0.014199999999999983","0.005600000000000008","0.0072999999999999975"
"390000","0.16619999999999793","0.006599999999999977","0.007700000000000011","0.014599999999999981","0.0032000000000000084","0.006599999999999984"
"400000","0.16679999999999773","0.007200000000000026","0.00599999999999999","0.006600000000000002","0.009899999999999992","0.010100000000000005"
"410000","0.16849999999999798","0.008699999999999989","0.012700000000000019","0.008100000000000003","0.01079999999999999","0.012299999999999997"
"420000","0.17869999999999783","0.011600000000000027","0.018500000000000003","0.010100000000000015","0.006400000000000003","0.016600000000000004"
"430000","0.1659999999999977","0.006199999999999994","0.004000000000000005","0.004399999999999984","0.006699999999999998","0.007999999999999986"
"440000","0.15819999999999818","0.0039999999999999515","0.004400000000000008","0.010799999999999976","0.010899999999999993","0.007300000000000015"
"450000","0.15949999999999817","0.009400000000000023","0.01029999999999999","0.010800000000000021","0.009800000000000003","0.0087"
"460000","0.1755999999999979","0.0079","0.009000000000000005","0.01380000000000001","0.006499999999999992","0.007899999999999994"
"470000","0.1712999999999979","0.009800000000000003","0.013399999999999997","0.014299999999999986","0.011200000000000015","0.0034999999999999875"
"480000","0.16399999999999787","0.004299999999999988","0.007299999999999984","0.020399999999999956","0.020500000000000004","0.008800000000000027"
"490000","0.16419999999999804","0.012100000000000003","0.007199999999999965","0.007099999999999999","0.012700000000000003","0.013399999999999973"
"500000","0.1656999999999983","0.008099999999999986","0.010800000000000035","0.005700000000000007","0.013700000000000004","0.0175"
"510000","0.16989999999999797","0.01320000000000001","0.008100000000000005","0.010800000000000021","0.0121","0.01780000000000003"
"520000","0.16529999999999798","0.011899999999999997","0.003399999999999995","0.006799999999999983","0.006900000000000003","0.0063999999999999994"
"530000","0.17209999999999814","0.01620000000000001","0.007600000000000004","0.015599999999999989","0.018600000000000005","0.011199999999999998"
"540000","0.16459999999999822","0.012799999999999992","0.010500000000000042","0.015300000000000008","0.013200000000000017","0.00560000000000002"
"550000","0.15999999999999792","0.007299999999999959","0.01020000000000002","0.015899999999999987","0.010100000000000012","0.006900000000000002"
"560000","0.16939999999999789","0.006699999999999956","0.00850000000000002","0.006000000000000002","0.013700000000000004","0.013100000000000033"
"570000","0.16599999999999818","0.003600000000000044","0.013300000000000001","0.007700000000000002","0.014799999999999994","0.010399999999999982"
"580000","0.1709999999999982","0.008099999999999968","0.007199999999999996","0.007499999999999993","0.01580000000000001","0.0077999999999999875"
"590000","0.16089999999999793","0.005500000000000005","0.004000000000000007","0.00810000000000001","0.012900000000000009","0.008100000000000015"
"600000","0.1649999999999977","0.008200000000000044","0.012799999999999978","0.007700000000000009","0.011700000000000002","0.008100000000000034"
"610000","0.165299999999998","0.00880000000000004","0.020699999999999986","0.009600000000000001","0.017699999999999994","0.012000000000000009"
"620000","0.16399999999999806","0.00859999999999998","0.01920000000000001","0.006900000000000017","0.011099999999999999","0.014899999999999988"
"630000","0.17109999999999814","0.004699999999999992","0.0232","0.011199999999999988","0.010499999999999995","0.011299999999999978"
"640000","0.16669999999999768","0.008599999999999993","0.011199999999999991","0.012699999999999986","0.0174","0.010299999999999978"
"650000","0.16899999999999785","0.011199999999999998","0.012200000000000011","0.010299999999999969","0.02020000000000001","0.013299999999999992"
"660000","0.17179999999999773","0.012100000000000014","0.010099999999999972","0.014999999999999975","0.014099999999999988","0.012800000000000011"
"670000","0.168799999999998","0.007100000000000009","0.0111","0.004900000000000005","0.011300000000000004","0.0037000000000000106"
"680000","0.1719999999999981","0.008500000000000004","0.004800000000000002","0.012299999999999991","0.007800000000000001","0.014700000000000001"
"690000","0.1701999999999982","0.008000000000000014","0.01000000000000002","0.0034000000000000002","0.014500000000000013","0.007900000000000016"
"700000","0.1691999999999978","0.01280000000000001","0.009699999999999995","0.010800000000000018","0.018700000000000022","0.006899999999999996"
"710000","0.1657999999999981","0.01130000000000004","0.009400000000000009","0.008799999999999988","0.01859999999999999","0.010900000000000005"
"720000","0.16459999999999778","0.006800000000000039","0.010900000000000009","0.007799999999999967","0.011900000000000008","0.004700000000000006"
"730000","0.1712999999999981","0.006200000000000001","0.010600000000000005","0.008800000000000016","0.017299999999999996","0.0067000000000000115"
"740000","0.1706999999999978","0.007100000000000026","0.011700000000000026","0.009900000000000006","0.006899999999999976","0.011499999999999976"
"750000","0.17429999999999782","0.015400000000000053","0.012900000000000007","0.014099999999999998","0.024800000000000003","0.01109999999999999"
"760000","0.17319999999999774","0.01620000000000003","0.008299999999999993","0.01460000000000002","0.013700000000000004","0.006900000000000007"
"770000","0.17029999999999818","0.0058000000000000065","0.004299999999999991","0.010700000000000015","0.006399999999999989","0.01190000000000002"
"780000","0.16059999999999827","0.006400000000000031","0.010300000000000014","0.010800000000000014","0.0050000000000000044","0.018100000000000012"
"790000","0.17269999999999816","0.007299999999999987","0.011400000000000018","0.005400000000000019","0.007500000000000034","0.012599999999999995"
"800000","0.1737999999999979","0.011000000000000038","0.00629999999999999","0.009200000000000017","0.01920000000000001","0.01689999999999998"
"810000","0.17039999999999791","0.011500000000000038","0.0035999999999999713","0.006200000000000018","0.019099999999999992","0.010899999999999983"
"820000","0.163199999999998","0.005899999999999992","0.011199999999999977","0.0108","0.006500000000000006","0.011800000000000038"
"830000","0.15369999999999862","0.0024000000000000306","0.003699999999999981","0.008200000000000023","0.0068999999999999895","0.007700000000000002"
"840000","0.1717999999999981","0.010899999999999955","0.0038000000000000117","0.015200000000000002","0.0076999999999999985","0.014599999999999995"
"850000","0.17629999999999782","0.0142","0.020900000000000016","0.01769999999999999","0.007800000000000001","0.007099999999999995"
"860000","0.1705999999999978","0.00940000000000003","0.017299999999999996","0.011900000000000018","0.010300000000000004","0.010899999999999984"
"870000","0.15909999999999835","0.0064999999999999745","0.006099999999999977","0.01199999999999998","0.01809999999999999","0.007199999999999995"
"880000","0.1646999999999979","0.009799999999999975","0.00849999999999999","0.008500000000000008","0.00399999999999999","0.009699999999999993"
"890000","0.15759999999999816","0.00849999999999998","0.01079999999999998","0.008099999999999993","0.007300000000000001","0.005799999999999991"
"900000","0.16569999999999793","0.003299999999999973","0.0037000000000000158","0.006000000000000002","0.019099999999999992","0.009899999999999992"
"910000","0.1625999999999982","0.00509999999999999","0.007999999999999988","0.0104","0.017799999999999983","0.008599999999999997"
"920000","0.16069999999999804","0.013599999999999977","0.008600000000000014","0.007799999999999984","0.006599999999999995","0.0107"
"930000","0.16849999999999798","0.006799999999999987","0.00699999999999998","0.011099999999999992","0.00849999999999998","0.02080000000000001"
