"points","all_attributes","x1_x2","x1_x3","x1_x4","x1_x5","x2_x3","x2_x4","x2_x5","x3_x4","x3_x5","x4_x5"
"50000","0.07850000000000065","0.013020000000000004","0.008339999999999976","0.011999999999999997","0.011059999999999997","0.009120000000000017","0.01132000000000001","0.01468","0.010559999999999986","0.010279999999999989","0.012480000000000005"
"100000","0.07798000000000073","0.010099999999999998","0.007919999999999974","0.00926000000000001","0.012079999999999981","0.006600000000000001","0.008039999999999995","0.008679999999999992","0.007700000000000002","0.010019999999999998","0.011860000000000004"
"150000","0.08002000000000044","0.015139999999999985","0.01106000000000001","0.01221999999999997","0.011079999999999996","0.012539999999999999","0.011000000000000022","0.011700000000000002","0.008740000000000008","0.01162000000000001","0.01122000000000001"
"200000","0.07768000000000048","0.014879999999999997","0.011559999999999985","0.009999999999999995","0.009720000000000017","0.01217999999999999","0.010080000000000018","0.010979999999999998","0.010019999999999994","0.009759999999999991","0.008280000000000013"
"250000","0.08088000000000067","0.0076999999999999786","0.008559999999999996","0.010440000000000001","0.008480000000000007","0.009320000000000002","0.01166","0.010140000000000003","0.009119999999999996","0.010599999999999993","0.010299999999999993"
"300000","0.07986000000000035","0.007499999999999996","0.009359999999999992","0.009420000000000006","0.009539999999999988","0.011200000000000003","0.009340000000000013","0.010539999999999987","0.009719999999999996","0.008039999999999992","0.009839999999999991"
"350000","0.07918000000000054","0.008899999999999995","0.01146","0.008819999999999995","0.007080000000000005","0.009459999999999998","0.012979999999999992","0.010179999999999995","0.009120000000000017","0.007719999999999998","0.012420000000000004"
"400000","0.0803600000000005","0.010760000000000004","0.008579999999999983","0.00982000000000001","0.00689999999999997","0.01036000000000001","0.009000000000000017","0.008479999999999998","0.009320000000000002","0.00818","0.011439999999999994"
"450000","0.07766000000000045","0.007339999999999996","0.010340000000000004","0.011640000000000003","0.009279999999999993","0.00891999999999999","0.009679999999999996","0.010040000000000002","0.011039999999999984","0.011039999999999998","0.009460000000000008"
"500000","0.07960000000000049","0.008819999999999995","0.00907999999999999","0.0104","0.0132","0.008999999999999998","0.008660000000000017","0.008700000000000008","0.008340000000000004","0.0131","0.010600000000000005"
"550000","0.07712000000000038","0.00834000000000001","0.008800000000000021","0.007099999999999992","0.009360000000000014","0.007280000000000011","0.009680000000000008","0.010259999999999993","0.009720000000000005","0.007340000000000005","0.01122"
"600000","0.07980000000000065","0.00886000000000001","0.011560000000000008","0.010719999999999974","0.008859999999999986","0.00916000000000002","0.013680000000000001","0.01214000000000001","0.00972000000000002","0.00916","0.009719999999999993"
"650000","0.08110000000000038","0.009259999999999997","0.007800000000000011","0.007559999999999979","0.008060000000000005","0.009059999999999999","0.007380000000000012","0.008680000000000004","0.010800000000000018","0.008740000000000005","0.012639999999999998"
"700000","0.0832200000000006","0.011839999999999993","0.008559999999999984","0.01365999999999999","0.008559999999999991","0.012360000000000003","0.013260000000000008","0.010200000000000004","0.013820000000000025","0.013579999999999998","0.012339999999999995"
"750000","0.07878000000000067","0.011059999999999971","0.01052000000000001","0.01000000000000002","0.009780000000000004","0.010939999999999995","0.009400000000000006","0.01182000000000001","0.00878","0.010880000000000003","0.013919999999999991"
"800000","0.0795000000000006","0.00922000000000002","0.009099999999999999","0.009799999999999996","0.011900000000000004","0.010020000000000003","0.010560000000000003","0.010060000000000013","0.012419999999999994","0.012840000000000016","0.013939999999999998"
"850000","0.07816000000000045","0.011460000000000005","0.008600000000000003","0.010580000000000004","0.008360000000000008","0.010039999999999997","0.012300000000000005","0.010959999999999996","0.010919999999999997","0.008879999999999994","0.01086"
"900000","0.08146000000000056","0.010940000000000012","0.005960000000000007","0.011379999999999994","0.00720000000000002","0.009779999999999981","0.011579999999999993","0.008119999999999992","0.01077999999999999","0.009740000000000002","0.011060000000000018"
"950000","0.07910000000000053","0.009739999999999999","0.007599999999999994","0.01048000000000002","0.009240000000000002","0.00682000000000001","0.008799999999999999","0.0072799999999999965","0.009779999999999988","0.00881999999999999","0.009100000000000002"
"1000000","0.7050600000000001","0.5441600000000001","0.51568","0.50742","0.5301800000000001","0.46544","0.31012000000000006","0.37295999999999996","0.30034","0.3489","0.19776"
"1050000","0.13832000000000128","0.01362000000000001","0.013180000000000002","0.011780000000000006","0.013099999999999999","0.015199999999999997","0.014840000000000004","0.012319999999999994","0.016319999999999998","0.014780000000000001","0.011520000000000002"
"1100000","0.1381200000000006","0.008639999999999998","0.011400000000000007","0.013700000000000004","0.014700000000000005","0.009200000000000005","0.011160000000000007","0.010480000000000005","0.012719999999999992","0.014320000000000001","0.015260000000000004"
"1150000","0.13744000000000092","0.012400000000000007","0.011019999999999999","0.010099999999999998","0.015619999999999992","0.009799999999999994","0.011239999999999988","0.012459999999999992","0.01181999999999999","0.015579999999999995","0.01392"
"1200000","0.13588000000000078","0.013140000000000004","0.01269999999999999","0.011680000000000001","0.012460000000000004","0.011359999999999992","0.01068","0.009679999999999996","0.009200000000000002","0.011560000000000003","0.014699999999999986"
"1250000","0.13570000000000063","0.012840000000000004","0.01254","0.014160000000000008","0.014419999999999994","0.011440000000000002","0.012860000000000007","0.012099999999999996","0.012160000000000013","0.01172","0.010859999999999991"
"1300000","0.13256000000000112","0.013219999999999996","0.014320000000000005","0.013979999999999987","0.014320000000000001","0.011639999999999994","0.009619999999999998","0.01274000000000001","0.014800000000000002","0.0108","0.010540000000000006"
"1350000","0.13518000000000097","0.010639999999999998","0.010620000000000004","0.012979999999999993","0.00913999999999999","0.011380000000000008","0.016059999999999998","0.01452000000000001","0.012340000000000002","0.009520000000000011","0.012020000000000008"
"1400000","0.13504000000000066","0.012779999999999996","0.010419999999999995","0.012380000000000006","0.013299999999999998","0.008460000000000004","0.013980000000000006","0.01378000000000001","0.011460000000000008","0.011980000000000006","0.014919999999999987"
"1450000","0.13608000000000076","0.009240000000000002","0.01485999999999999","0.012339999999999988","0.013959999999999993","0.01006000000000001","0.008720000000000007","0.014520000000000003","0.009559999999999997","0.011399999999999988","0.014779999999999993"
"1500000","0.13886000000000115","0.015419999999999998","0.016119999999999995","0.01485999999999999","0.01546","0.01269999999999999","0.013340000000000005","0.013020000000000006","0.014659999999999996","0.011680000000000005","0.01236"
"1550000","0.13510000000000102","0.014319999999999994","0.011479999999999992","0.011400000000000009","0.011079999999999998","0.010299999999999997","0.012460000000000011","0.010940000000000005","0.013920000000000004","0.012079999999999999","0.012159999999999999"
"1600000","0.13502000000000108","0.009880000000000002","0.011619999999999998","0.015100000000000013","0.009099999999999999","0.008620000000000004","0.01376","0.01118","0.012599999999999995","0.010019999999999994","0.00969999999999999"
"1650000","0.13572000000000078","0.016200000000000006","0.013640000000000006","0.013820000000000004","0.010340000000000002","0.01224000000000001","0.0151","0.011820000000000004","0.012359999999999986","0.010979999999999992","0.0111"
"1700000","0.1352800000000005","0.013140000000000002","0.014139999999999995","0.011899999999999999","0.012599999999999988","0.01084","0.010779999999999996","0.011080000000000001","0.012679999999999986","0.013540000000000012","0.012160000000000002"
"1750000","0.13560000000000078","0.01022","0.011479999999999994","0.01484","0.0135","0.010999999999999996","0.012379999999999997","0.01214","0.01406","0.014060000000000013","0.008960000000000004"
"1800000","0.13500000000000087","0.009620000000000004","0.0121","0.011299999999999998","0.010459999999999987","0.011440000000000006","0.011640000000000003","0.011120000000000008","0.013880000000000009","0.013979999999999989","0.015019999999999995"
"1850000","0.1376800000000011","0.013119999999999993","0.011980000000000008","0.012920000000000001","0.01122","0.012139999999999998","0.009859999999999999","0.013539999999999998","0.009400000000000007","0.010319999999999996","0.011199999999999995"
"1900000","0.13706000000000085","0.012980000000000002","0.009040000000000003","0.013340000000000001","0.013040000000000001","0.012059999999999998","0.012559999999999988","0.014059999999999996","0.013399999999999999","0.01196000000000001","0.010280000000000008"
