"points","all_attributes","Rcdminutes_Temperature_Humidity_Light","Rcdminutes_Temperature_Humidity_Voltage","Rcdminutes_Temperature_Light_Voltage","Rcdminutes_Humidity_Light_Voltage","Temperature_Humidity_Light_Voltage"
"100000","0.7275789948451589","0.743366952121864","0.7580713325420961","0.5835887587842405","0.7564673473653332","0.7148247089961028"
"200000","0.6695399042598493","0.6668534712303906","0.5956985819623811","0.6328210132731689","0.7024684658425786","0.660275930555518"
"300000","0.5752777844710515","0.586487646039094","0.5821630846490585","0.46051985452772476","0.5719279741669696","0.5553070458327372"
"400000","0.5294697353678295","0.5302737416853304","0.4913109717773665","0.4149904160604292","0.49054724174066644","0.5093104355041627"
"500000","0.6806492937409117","0.6867876207897169","0.5525510338246666","0.57384908251708","0.6657200951386906","0.6540167836264739"
"600000","0.6569290516885655","0.6700259049545138","0.6449184181722764","0.5401321239213823","0.6257466166037269","0.6381808245893839"
"700000","0.4798024738605696","0.4882508671051875","0.38439629457116936","0.4064528234696589","0.41637590194355817","0.43660977958380115"
"800000","0.6987935754836601","0.7019695791646182","0.7006263305367593","0.6501591564601462","0.6851792707457769","0.6281968217853188"
"900000","0.6348482239523829","0.6357982703568613","0.653560276225342","0.6073420405045471","0.6260805011891036","0.6511887144935301"
"1000000","0.6136793751140212","0.6819869430934379","0.6535179046489892","0.5905310815587625","0.6022182284206834","0.6942035513276709"
"1100000","0.6462114813302483","0.6733564688227923","0.7015562477828867","0.5777694751626433","0.6824334096510182","0.7419565126933559"
"1200000","0.6740254432116249","0.6803087184716338","0.5972672609494051","0.6468814331208591","0.6779307692403519","0.6800857233722774"
"1300000","0.5974645908569143","0.6092429556380763","0.5358893934950215","0.5725239056951956","0.6048356295326877","0.5882956816368288"
"1400000","0.645650654355755","0.6242897426630766","0.6539312887418013","0.67687218692102","0.6714605541261165","0.6976765231942019"
"1500000","0.5720067076761853","0.5857252050107599","0.6415697481440559","0.5702941853855745","0.5949485428205201","0.6080702000511055"
"1600000","0.5906040528764","0.6002172211020499","0.509368244444092","0.5337532756314356","0.5771609437057447","0.5887712295540042"
"1700000","0.673401514238041","0.6825657254318619","0.5681942754483358","0.6276323191172138","0.6861571763357452","0.6767097545964197"
"1800000","0.7814273009567563","0.7529375683266596","0.8153460355179387","0.7927817471103055","0.7477543802691511","0.7901723672981896"
"1900000","0.7853053041435392","0.8062133490410641","0.7883767306085847","0.516336672342634","0.722854107485272","0.7725433972918295"
"2000000","0.5141228639613232","0.5141228639613233","0.3809213110729399","0.4321802256116529","0.5233814089313732","0.47850737901205803"
"2100000","0.4529503873025635","0.45295038730256343","0.27042199944783457","0.44965652933718636","0.45787659629626964","0.37334383620339995"
