"points","all_attributes","Rcdminutes_Temperature_Humidity","Rcdminutes_Temperature_Light","Rcdminutes_Temperature_Voltage","Rcdminutes_Humidity_Light","Rcdminutes_Humidity_Voltage","Rcdminutes_Light_Voltage","Temperature_Humidity_Light","Temperature_Humidity_Voltage","Temperature_Light_Voltage","Humidity_Light_Voltage"
"100000","0.9293701575007995","0.8590253670588666","0.5987076266538276","0.6005300368357505","0.8958817420807036","0.861208278223644","0.485820906084944","0.8223478705040095","0.6866206651258763","0.5485252638045593","0.7980256499490102"
"200000","0.87725267097811","0.7191340770012379","0.7845547770874685","0.6121769912972895","0.7727527036884472","0.6491248384475674","0.4964656106188324","0.7851940573977586","0.5980310069016128","0.7413421771306103","0.7386138666869555"
"300000","0.949285997219238","0.926129938441042","0.4858876976426247","0.4287179596609033","0.8831061773289465","0.8491872637226101","0.38697137357463174","0.9076374829394027","0.8779969112889328","0.4130213230531069","0.8463962367831457"
"400000","0.7508502324573072","0.6810803959593005","0.3851680262283964","0.37105480135574637","0.6315982199684947","0.5717472942220294","0.3325203771004591","0.6787910518441448","0.6185817811520604","0.3802000748001058","0.5902052894277076"
"500000","0.8022576001455302","0.6025943918010193","0.551246306471296","0.4431398754851846","0.7324568519723074","0.5935116976213228","0.5471708838895887","0.7232893133214486","0.5656158256388913","0.5869613080974531","0.7231190926010939"
"600000","0.8330886534714428","0.7732385054546592","0.5304472577703395","0.4833899966701446","0.7126757363563986","0.6708554846912161","0.4421303280926893","0.7348136326686834","0.6533334052027181","0.5102172493023525","0.6301803426943852"
"700000","0.5877610782929368","0.44110952372394885","0.46522982877636276","0.3760618651424021","0.43750138774835917","0.3175134637712955","0.28382225439777775","0.46450043275711084","0.34434149731652886","0.4242353324285035","0.39543585735628833"
"800000","0.8714656719736271","0.7833242678882363","0.6668506916062942","0.6863633249831278","0.7436540583556354","0.7473193995819366","0.4967705038343572","0.6785901648786438","0.6102003401929796","0.6029036583099026","0.5979091589468498"
"900000","0.876185930172813","0.7697316053623688","0.6075539296483163","0.5197283429376349","0.7746638692617407","0.7821635692646159","0.5678662759206915","0.7443504941540736","0.6444987087415038","0.592156933200105","0.687730170142571"
"1000000","0.9069190096038351","0.8382656122878889","0.47021175120384195","0.7001464858818521","0.8145605838380806","0.855808940893895","0.6254906729439537","0.7903073555299833","0.802058977807609","0.697084980282608","0.8355508857811982"
"1100000","0.9694670433823771","0.922856339256564","0.68486250451927","0.5206846377772463","0.9425299784663678","0.8867647740179984","0.5278639925522283","0.9062573712846792","0.7494777357524477","0.6341375384769559","0.8858102154732634"
"1200000","0.807162894455992","0.6203535299266123","0.6900966459740258","0.5167686842277472","0.7467137436469622","0.5941666882953067","0.5439138819478463","0.7420785182973061","0.5275025401174783","0.6769311739572837","0.7035186930666921"
"1300000","0.7632284309113716","0.6188844333941337","0.6415783489241855","0.5574309074353997","0.6042543893434085","0.520697427245997","0.5019662887795825","0.6174758698172058","0.4654450290585732","0.578116549885146","0.5667063072940599"
"1400000","0.9053623643579979","0.7830610790579984","0.6776993931940989","0.7337941193547217","0.7402786182612197","0.8411634611163266","0.6290243181550441","0.7903394570340669","0.7512455282976668","0.7698916151905383","0.8326988581595204"
"1500000","0.9376731447328602","0.9303362108437189","0.7468349019416594","0.7244111716326271","0.9085206410912654","0.9004007085598829","0.5308914494824774","0.8964717284876801","0.7896090288879619","0.7070191200317549","0.8620985473380413"
"1600000","0.7519515622477504","0.6679473744158615","0.6258265540128536","0.4761559714064684","0.6726445408646196","0.5877729118768206","0.5133277529522869","0.6891019337644488","0.5728551835004425","0.5744339635603822","0.5681583174849621"
"1700000","0.8672852846793466","0.686129097319558","0.7559752897069096","0.4647162868335471","0.8111246515787635","0.6098081722762475","0.6790762072567652","0.8072672335048895","0.5734407817638104","0.7157651205511281","0.7148819735225209"
"1800000","0.8982737653895262","0.7594604677919875","0.744175548609541","0.7528035379845583","0.645074143476013","0.723537942905494","0.7014967876815055","0.8043664587183307","0.7907848592195607","0.7979053260553572","0.7764947381726321"
"1900000","0.841264056933706","0.8049021440786288","0.5166151569644544","0.46877844063920504","0.7265083785163193","0.7091296135213488","0.40190494508165764","0.7952345419013284","0.755219054954598","0.48009900131075833","0.6986935527197589"
"2000000","0.6394210263021981","0.4440855542273942","0.48978276695661577","0.23641617839468448","0.6365854422212666","0.438657400595976","0.46757062234606034","0.5745822685827773","0.3842271944278624","0.4000166056599959","0.5721108331943445"
"2100000","0.4484384120313076","0.2667412489730047","0.44524698078453445","0.26142062507976666","0.44786138346428966","0.2653489275444333","0.44466995221751643","0.3077763825220934","0.03535452335172354","0.30330356121982793","0.3073910428882514"
