"points","all_attributes","Rcdminutes_Temperature_Humidity","Rcdminutes_Temperature_Light","Rcdminutes_Temperature_Voltage","Rcdminutes_Humidity_Light","Rcdminutes_Humidity_Voltage","Rcdminutes_Light_Voltage","Temperature_Humidity_Light","Temperature_Humidity_Voltage","Temperature_Light_Voltage","Humidity_Light_Voltage"
"10000","0.726575948155999","0.7112700032806053","0.6895454145846556","0.6972294449660908","0.7163158027386","0.7215301486980044","0.7022752444240854","0.2646609634255011","0.30729094554523956","0.17304192769172805","0.33600966335585275"
"20000","0.8968106129692053","0.5651026409359171","0.891199566131056","0.4292733807664448","0.8941758496182802","0.5800852338799805","0.8945191787477593","0.8923946251011611","0.5182463248582903","0.8938853664872229","0.8959898659056669"
"30000","0.9563927694767257","0.9558845928884633","0.9551283698390248","0.9551087240697884","0.9513359154266706","0.9513162696574344","0.9505600466079958","0.8783054808747078","0.8798304328734876","0.8614824122914636","0.6979616326701176"
"40000","0.5822705012065248","0.5685423544925383","0.5579190182853616","0.5434215503133774","0.4373830636616567","0.4123901020944094","0.3543838588532753","0.521058368447952","0.4999041923425319","0.43751417658480224","0.2842318630173026"
"50000","0.8125349615504132","0.7558861994484892","0.8103669124591012","0.7532139836905106","0.7781495052490843","0.6717223081257894","0.7742814561577724","0.7204240379226702","0.5868364926164079","0.7183715002453652","0.6376288369505683"
"60000","0.9440679438811912","0.8887151466123964","0.9317560136256703","0.8559214806050048","0.8999166617000784","0.7862468264415992","0.8595835176709612","0.937076371828338","0.8857115687783718","0.9223462539180306","0.8926273305673766"
"70000","0.7180174196602929","0.7098075369144744","0.6494267232917494","0.6559104680891596","0.5858285050935691","0.5977781173947662","0.5111812447535931","0.6565745473628731","0.6712808148752964","0.5758428235218915","0.4116595861282939"
"80000","0.742193188453445","0.7134220793927003","0.7296938687566376","0.7025797212118903","0.7257381687246766","0.6993625291182338","0.7191496584628031","0.581048399677936","0.522437105404234","0.45857297269313707","0.4958424526744663"
"90000","0.6500104677868223","0.6168115394535553","0.32545624225228625","0.37122888235171037","0.6243923254797562","0.6424296817606212","0.37937633504457796","0.5794535910944488","0.6080118593965854","0.1715078950582772","0.616587064658746"
"100000","0.8782441133407195","0.8771721197063846","0.8729419308112757","0.8734550355567219","0.8771721197063846","0.8782441133407196","0.8734550355567219","0.5170218222966114","0.5903541401861769","0.29496209251663913","0.604041936749069"
"110000","0.9062116161133251","0.4349604843318177","0.9029336407676322","0.37149554225870024","0.9035280852120766","0.4806113119035379","0.9056171716688807","0.9035280852120766","0.4607612068254909","0.9056171716688807","0.9062116161133251"
"120000","0.9562323498874534","0.9540750121143962","0.9526472954255335","0.951201074673753","0.9541509338257765","0.9534591718786726","0.9514276945963834","0.6739120624756251","0.6633363026256992","0.6183371740397103","0.6231727226864048"
"130000","0.4988264314194738","0.4590661963711085","0.3902336325593002","0.3762347045878184","0.3224406152642602","0.2935515338857309","0.22615483018252913","0.4590931555806979","0.4528085767087681","0.38046791854703715","0.27895293165935026"
"140000","0.9277060349183665","0.9060199679184832","0.912691567245075","0.8835771573411424","0.9139899311227648","0.8791507880844058","0.8964850623672684","0.8454371322142917","0.6897305882370623","0.8200574356954611","0.7965344581950304"
"150000","0.8949363488333352","0.6808966190817246","0.8735723383627763","0.6510207490596438","0.8406372195236385","0.5081070797178313","0.7968597118012881","0.8927418072116159","0.6918348145182776","0.8775792014500611","0.8335390606132428"
"160000","0.6921823368794217","0.6867577014971511","0.6696175064868755","0.668165014255141","0.6891471623572997","0.6884881742855087","0.6720093075150216","0.33478416630840174","0.31690206380962566","0.24044834301768087","0.35891168344942787"
"170000","0.6123624734397864","0.5601534822462437","0.5519977271315603","0.5498750059258423","0.5867499891694665","0.5803221755489166","0.5752949240131342","0.37059848034519904","0.35118844409437394","0.2705739578810383","0.425064856714323"
"180000","0.6340502722993098","0.5778273767509513","0.49070960646120376","0.5539584772811191","0.5867432072972167","0.6320093730717258","0.5559993765087031","0.31474149117794387","0.4554943542106929","0.2701226905965302","0.45978926681620325"
"190000","0.7367477805326128","0.7307443317780047","0.7305443317780047","0.7366477805326128","0.7307443317780047","0.7367477805326128","0.7366477805326128","0.07561778478534212","0.2164855312977255","0.1885951456456545","0.2256390449796627"
"200000","0.9107057826960709","0.8066823863228176","0.9002577621141035","0.8115190870835219","0.910034060922827","0.8218836411824504","0.8390660575350136","0.9098668604209119","0.8149900856960149","0.9044279897651987","0.910476044015567"
"210000","0.9293544409512375","0.9242077222322637","0.9239292725100298","0.9208687580526463","0.9150837776962095","0.9154761391137702","0.9082557588301395","0.7865625460198574","0.7331746362379292","0.7653488560463922","0.6518876240328071"
"220000","0.7621752989530152","0.6782913744086339","0.6212251245739953","0.4838583085161504","0.6992936753778135","0.5695805312529069","0.4452568184563737","0.7588974793133892","0.6747088854526481","0.6102342867030197","0.6945420588846354"
"230000","0.9837448504602675","0.9835467461948647","0.9835467461948647","0.9835467461948647","0.9837448504602676","0.9835467461948647","0.9835467461948647","0.6794960371055627","0.36744987347030794","0.6146164000133741","0.6487926396589718"
"240000","0.794375180720112","0.6244218404218362","0.7849901736496477","0.5752729106980944","0.7642726977633333","0.5464441092381112","0.7058738395424308","0.7930200658857447","0.6186143114746293","0.7863485836733303","0.760617775358376"
"250000","0.8577482260070081","0.8521739178241361","0.8428202807669342","0.8382047399823678","0.822476192616973","0.8191420071917632","0.8106394116567661","0.7705102666476824","0.7559877761716698","0.7347165311855498","0.5056845433007662"
"260000","0.7620549974605048","0.7254573702615014","0.646083734394545","0.715376074725522","0.4857576396804851","0.5234114726048974","0.4540947146294661","0.7135097128658199","0.755279918142623","0.702776161571574","0.3773782652078844"
"270000","0.9311424173763253","0.6491171972471484","0.9255829599380152","0.6874886692721769","0.9256867099380153","0.6966208633617833","0.9310386673763251","0.8833666120223264","0.5465501893401118","0.8935526708347246","0.8960594868724604"
"280000","0.7331583939158852","0.7252964550993788","0.7016008529947427","0.7123609295843288","0.7252964550993788","0.7331583939158853","0.7123609295843288","0.3314789887993129","0.39357364380256166","0.2530158224465896","0.40970263823295683"
"290000","0.9562059005103402","0.9164514305067282","0.9551453915920977","0.9023422734667548","0.9560530357010595","0.9165994693579037","0.9555130165489797","0.9560530357010597","0.9156554474417841","0.9555736226095859","0.9562059005103403"
"300000","0.9441457744644933","0.9431695183068578","0.9438824229233307","0.9428890239085523","0.9413970632518516","0.9407416043146537","0.9408765688535461","0.5891792767501057","0.46556971113202356","0.5372233608516379","0.4892521196610781"
"310000","0.49109871152298457","0.4528376660345532","0.32695324684908794","0.30169332192961096","0.4041486547242374","0.37213232955508163","0.20395460410932395","0.44575173605096946","0.4108770461284638","0.2808400290205802","0.3530620131298508"
"320000","0.8829721061470232","0.871906313905272","0.8773407043600109","0.8674905651228765","0.876622986078496","0.8687498946111406","0.8692946538259734","0.6530077498241987","0.38295660502778806","0.6182940165468559","0.6003886761428823"
"330000","0.8703502088295015","0.6963181418592153","0.8568800516935886","0.6515873417174188","0.8095103642107881","0.5072238570481515","0.7895340601209768","0.8615578012574766","0.6772858045943461","0.8491009726210834","0.7807027985275209"
"340000","0.7885858569415282","0.7588246295223086","0.7690594617758569","0.757482395238127","0.6667792215122149","0.6609402729884124","0.664631371567668","0.7071195523883559","0.6710980377790141","0.7166401595254827","0.38577473558016806"
"350000","0.7553198817022111","0.7185085777936862","0.7473837864652686","0.7289513384799038","0.6581383390378754","0.6426404327484484","0.6693501737305162","0.5808204075616572","0.586028032402592","0.6099967743612028","0.2838587586722735"
"360000","0.8742108349068383","0.5999261078617326","0.8690199371393148","0.6813545029623701","0.8600116586922875","0.6262790101148284","0.8621705543592865","0.8483957417538184","0.6540294686463309","0.8553814899263703","0.8457379218606892"
"370000","0.9735849362997808","0.9735849362997808","0.9735849362997808","0.9735849362997808","0.9735849362997808","0.9735849362997808","0.9735849362997808","0.504061100718033","0.48365709204057744","0.40903822193908534","0.5540262604729665"
"380000","0.9248279070538835","0.8619875947977184","0.9222585211520992","0.8577397120252351","0.8967434310732478","0.794375598448556","0.8997860196143991","0.9222585211520992","0.8578436193749247","0.9243192490452254","0.8993838767572562"
"390000","0.7956581161466495","0.7738748176517566","0.7862225208717409","0.7599884310454517","0.7629970631363832","0.7560979331974573","0.7500439872330472","0.5892373670562586","0.403620771068654","0.5681322710560833","0.5301619258196855"
"400000","0.6993344083552382","0.6480800330974716","0.6029833603518499","0.5048872773145794","0.6423378449685822","0.5980112839867385","0.5520495362567406","0.6469059836707858","0.5174154554803263","0.5237558380798042","0.5869995109660422"
"410000","0.7085478426566418","0.6296016693686183","0.6833701039140548","0.6115858361851649","0.6578529434243859","0.5865650240192887","0.6377100931967403","0.5155523040493062","0.3602080016564999","0.45367790008088915","0.43718981000418206"
"420000","0.8501795906143281","0.8030633028767451","0.8311788172737938","0.7788445161791595","0.8185055424311904","0.7759398505210886","0.781306243550214","0.8135843635257034","0.6481683546442736","0.7997090441024992","0.7705155295549353"
"430000","0.7717349383161562","0.7139867755528556","0.667804086580005","0.7211708003885217","0.4828783666423824","0.5356350890867859","0.4797339615839028","0.7224790621785928","0.7630370525940839","0.7294574879179239","0.5411418027828953"
