"points","all_attributes","Rcdminutes_Temperature","Rcdminutes_Humidity","Rcdminutes_Light","Rcdminutes_Voltage","Temperature_Humidity","Temperature_Light","Temperature_Voltage","Humidity_Light","Humidity_Voltage","Light_Voltage"
"50000","0.8711782267633159","0.6958224361459504","0.7956706926319085","0.8402547716249027","0.6956853097794298","0.455375991957397","0.7166521113803557","0.3253452726133115","0.684586271920166","0.3279583039940209","0.6061738853537192"
"100000","0.9700174347499722","0.8526288982179109","0.929637327604693","0.8090359327366083","0.7683516566621571","0.550638106060017","0.7248557971915803","0.3379854110041093","0.8551270100526704","0.4206587399980132","0.6421034940380548"
"150000","0.9020157460663887","0.7530099937862683","0.7532882730735581","0.821713658221341","0.7345856558851024","0.5770807064904966","0.7912816682953374","0.5168064203501956","0.7975259029582545","0.5427459806400549","0.774521424906268"
"200000","0.9786034075767994","0.9362366827051939","0.8837923871740456","0.8151386340693009","0.7811200455068836","0.9230416368517258","0.952656251916257","0.922497006021215","0.8980588209882271","0.8035486017679687","0.7502703769216724"
"250000","0.9491154894420146","0.8437170445700138","0.8898553087432172","0.8858806418760296","0.7662915500832114","0.7766959584612663","0.769084452251298","0.6883998002867623","0.7339320997866519","0.6490784653121805","0.6110571557361227"
"300000","0.988949776341394","0.8439144007196615","0.9883021748530939","0.7560099965495176","0.7541448163077372","0.8602283063649142","0.7207912912854669","0.7070507480048897","0.857710949454984","0.831694313327698","0.5412294517420986"
"350000","0.8610157690245482","0.778363590045739","0.716603167528554","0.7416638564276641","0.6853039019306592","0.6554579971090306","0.6548689976352617","0.6041411891978171","0.4897537379264828","0.4521057078794499","0.4650972228073917"
"400000","0.9183921149539365","0.6487578126888487","0.8613541095491493","0.6571085373834407","0.6384949707522115","0.7769859668846566","0.5826482463285728","0.4119131526067144","0.7229688979122382","0.6421590256763197","0.4341436154971327"
"450000","0.8335909821646399","0.6830699117414322","0.6761950029477718","0.7091459477932629","0.6473316012456152","0.46871304712853606","0.6520550713926849","0.4354284001396265","0.662166351049438","0.39250205425120843","0.6100823700572592"
"500000","0.9159488708161396","0.6855436902936217","0.7075499674493454","0.8569924625887475","0.6257082707070654","0.6852202323431799","0.8619768585696599","0.5870552718370619","0.8809372102836398","0.6536329631313375","0.8452869457434827"
"550000","0.9223411748627971","0.7589229597197255","0.7544568526727534","0.7495742395521741","0.6780952237092731","0.8000081416373942","0.7886730632815836","0.7019352983874874","0.787361519513966","0.5044562617885169","0.7266170172534943"
"600000","0.9446722360268794","0.8769732792151079","0.8904463478028485","0.7457120910723559","0.8457654806920932","0.8088569749708064","0.851285802213722","0.7728670972016721","0.7796012346317285","0.7365223722112284","0.7529588759183118"
"650000","0.9535041126585627","0.9311944964658839","0.8241808972814751","0.7974051242906227","0.7541814216664359","0.8957672769840471","0.9199247524885885","0.8780813181819046","0.7921013553328042","0.7311935548688089","0.6834851891036892"
"700000","0.8428989294786594","0.7863086112543339","0.7635954417271474","0.7332095137346798","0.7356517277650421","0.7231663086350958","0.7440463618030518","0.7263554624935711","0.6760893557229878","0.6650383834565219","0.5911853238372534"
"750000","0.9278235369247628","0.8886538810753789","0.8621446788117846","0.759639926489923","0.7807667941923858","0.811208507152618","0.8498160894540696","0.7947541388691395","0.7789398981637324","0.7316022206011802","0.5923686953541516"
"800000","0.9422902073523441","0.9194585898561531","0.9269668418758283","0.8842480901244495","0.9057712449517131","0.7042805589399829","0.6986780986243563","0.6857464240279139","0.5359294602219685","0.5821792064784695","0.5110589094040211"
"850000","0.9492668940740708","0.9179783991644912","0.9318367369677973","0.876819219622713","0.8761135702104488","0.7362483731192762","0.7635277586429609","0.6075569973926311","0.7820673371894374","0.6384652549969954","0.4567077368324055"
"900000","0.8920411675167329","0.7666709155629877","0.7941455920515472","0.7252429848086183","0.8043402357597904","0.638421483931456","0.5870756855468934","0.4869338485232585","0.5723755737343614","0.44878206970878326","0.5397781452238314"
"950000","0.9506636234397275","0.7915498221963603","0.9260529573958085","0.819539756834598","0.7958252815899661","0.8495819808870665","0.6327976355734101","0.33007937641386687","0.8725774503070837","0.817306220203988","0.5854459844017055"
