"points","all_attributes","Rcdminutes","Temperature","Humidity","Light","Voltage"
"100000","0.9289000000000006","0.13507000000000002","0.2611200000000002","0.5673300000000004","0.19623999999999994","0.2655999999999999"
"200000","0.8774400000000001","0.06822000000000006","0.44376000000000015","0.40504000000000007","0.37456","0.15557"
"300000","0.9494200000000015","0.14190999999999995","0.21167000000000008","0.7392100000000005","0.26408000000000004","0.10788000000000003"
"400000","0.7516300000000007","0.11746","0.15095999999999996","0.4430699999999999","0.18819000000000005","0.16183"
"500000","0.8045499999999989","0.10823000000000008","0.23265000000000013","0.43799","0.33929","0.31365000000000015"
"600000","0.8346900000000012","0.1262399999999999","0.23665000000000005","0.45532000000000006","0.22278999999999993","0.20644000000000004"
"700000","0.58839","0.04906999999999997","0.20713000000000006","0.18131999999999998","0.2133500000000001","0.08545000000000001"
"800000","0.8705800000000008","0.08180000000000001","0.3411299999999999","0.3070800000000001","0.19082999999999986","0.26200999999999997"
"900000","0.876860000000002","0.08117000000000003","0.2687499999999998","0.32888","0.28889","0.2805200000000001"
"1000000","0.9060200000000026","0.1617299999999999","0.2666800000000002","0.4237300000000002","0.24020000000000005","0.5454300000000002"
"1100000","0.9716100000000015","0.22865999999999997","0.3123400000000001","0.62818","0.37799000000000016","0.21777999999999992"
"1200000","0.8066800000000001","0.13641999999999996","0.3865199999999998","0.3932300000000001","0.3932300000000001","0.19026000000000007"
"1300000","0.7648199999999986","0.11104999999999998","0.2992099999999999","0.26120999999999994","0.29090000000000016","0.18627000000000002"
"1400000","0.9137400000000013","0.16909","0.3622399999999996","0.5126200000000004","0.26406","0.46688999999999997"
"1500000","0.9395600000000002","0.31316","0.45090000000000013","0.75571","0.2926000000000001","0.36232000000000003"
"1600000","0.7532600000000009","0.3564599999999998","0.3511699999999999","0.36468999999999996","0.4181900000000002","0.12700999999999998"
"1700000","0.8672000000000009","0.19207999999999997","0.24216999999999997","0.37264000000000025","0.60229","0.17820000000000005"
"1800000","0.9047200000000011","0.18847","0.53701","0.34532","0.35894","0.5778199999999999"
"1900000","0.8444299999999969","0.2111400000000001","0.3731699999999997","0.6102400000000001","0.2205300000000001","0.2849999999999998"
"2000000","0.6718599999999992","0.25573000000000007","0.22630000000000003","0.45714000000000005","0.4233499999999999","0.18715000000000004"
"2100000","0.5116499999999995","0.3461500000000001","0.2524799999999999","0.2644500000000001","0.40980000000000033","0.2513500000000001"
