"points","all_attributes","Airline_Flight_AirportFrom","Airline_Flight_AirportTo","Airline_Flight_DayOfWeek","Airline_Flight_Time","Airline_Flight_Length","Airline_AirportFrom_AirportTo","Airline_AirportFrom_DayOfWeek","Airline_AirportFrom_Time","Airline_AirportFrom_Length","Airline_AirportTo_DayOfWeek","Airline_AirportTo_Time","Airline_AirportTo_Length","Airline_DayOfWeek_Time","Airline_DayOfWeek_Length","Airline_Time_Length","Flight_AirportFrom_AirportTo","Flight_AirportFrom_DayOfWeek","Flight_AirportFrom_Time","Flight_AirportFrom_Length","Flight_AirportTo_DayOfWeek","Flight_AirportTo_Time","Flight_AirportTo_Length","Flight_DayOfWeek_Time","Flight_DayOfWeek_Length","Flight_Time_Length","AirportFrom_AirportTo_DayOfWeek","AirportFrom_AirportTo_Time","AirportFrom_AirportTo_Length","AirportFrom_DayOfWeek_Time","AirportFrom_DayOfWeek_Length","AirportFrom_Time_Length","AirportTo_DayOfWeek_Time","AirportTo_DayOfWeek_Length","AirportTo_Time_Length","DayOfWeek_Time_Length"
"5000","0.9423999999999159","0.30019999999999447","0.26199999999999546","0.058600000000000006","0.7137999999999995","0.1010000000000001","0.39699999999997565","0.20279999999999912","0.7811999999999766","0.2963999999999926","0.1833999999999991","0.7921999999999795","0.2811999999999934","0.7085999999999999","0.07140000000000002","0.723199999999999","0.525399999999965","0.18819999999999948","0.7733999999999865","0.30659999999999443","0.16379999999999983","0.7701999999999884","0.2823999999999952","0.7050000000000001","0.045599999999999995","0.7097999999999999","0.3087999999999879","0.8733999999999351","0.36819999999998265","0.7389999999999961","0.17399999999999952","0.7685999999999872","0.7303999999999969","0.1600000000000002","0.7701999999999878","0.7049999999999998"
"10000","0.9781999999999123","0.2667999999999957","0.25019999999999615","0.053200000000000025","0.9034000000000005","0.10860000000000011","0.40119999999997574","0.17799999999999952","0.9147999999999715","0.2775999999999942","0.1689999999999996","0.9179999999999726","0.2729999999999939","0.9034000000000002","0.06960000000000001","0.903799999999999","0.5175999999999653","0.16999999999999985","0.907399999999981","0.29199999999999476","0.15339999999999995","0.9119999999999817","0.28019999999999545","0.9033999999999999","0.0466","0.9034","0.3161999999999879","0.9415999999999283","0.3607999999999838","0.9049999999999949","0.16839999999999986","0.9087999999999817","0.9059999999999938","0.1566000000000001","0.9109999999999836","0.9034"
"15000","0.9609999999999134","0.275999999999996","0.2571999999999962","0.4782000000000001","0.8045999999999996","0.11260000000000008","0.39819999999997674","0.5105999999999905","0.857999999999973","0.28799999999999276","0.5637999999999913","0.8357999999999773","0.27899999999999475","0.8042","0.4826","0.8057999999999996","0.5139999999999664","0.4945999999999964","0.8407999999999838","0.2939999999999956","0.545199999999996","0.8255999999999855","0.2899999999999957","0.8041999999999998","0.4776000000000001","0.8042","0.6097999999999639","0.9043999999999329","0.3615999999999833","0.8247999999999941","0.5027999999999955","0.8441999999999816","0.8069999999999952","0.5365999999999956","0.8231999999999872","0.8042"
"20000","0.9487999999999154","0.2705999999999953","0.2775999999999952","0.5224000000000001","0.7585999999999995","0.11800000000000009","0.4131999999999753","0.6185999999999906","0.8219999999999779","0.2991999999999929","0.5447999999999876","0.8319999999999742","0.2883999999999935","0.7575999999999998","0.5247999999999998","0.7617999999999993","0.5245999999999643","0.590599999999995","0.7999999999999857","0.2929999999999953","0.5367999999999957","0.8107999999999849","0.2925999999999948","0.7575999999999999","0.5224000000000001","0.7576000000000002","0.6499999999999612","0.8845999999999345","0.3631999999999837","0.7745999999999965","0.588399999999995","0.7945999999999869","0.7911999999999956","0.5365999999999946","0.8121999999999856","0.7576000000000002"
"25000","0.9903999999999106","0.2649999999999954","0.26159999999999556","0.0518","0.9571999999999995","0.10400000000000012","0.3935999999999764","0.18039999999999937","0.9641999999999739","0.274399999999994","0.17439999999999953","0.9627999999999697","0.28119999999999384","0.9572","0.0746","0.9571999999999997","0.5169999999999653","0.15440000000000012","0.9593999999999845","0.2787999999999956","0.1587999999999996","0.9593999999999804","0.2893999999999945","0.9571999999999999","0.045200000000000004","0.9571999999999998","0.3009999999999882","0.9763999999999248","0.3547999999999834","0.9577999999999941","0.15839999999999996","0.9593999999999819","0.9575999999999932","0.1516000000000004","0.9609999999999821","0.9572"
"30000","0.9373999999999161","0.25879999999999587","0.27639999999999504","0.058200000000000016","0.6856","0.10240000000000006","0.4019999999999753","0.1781999999999993","0.7649999999999791","0.2815999999999937","0.18959999999999894","0.769399999999978","0.2783999999999938","0.6814000000000001","0.07600000000000001","0.6901999999999994","0.5163999999999646","0.15519999999999975","0.746999999999988","0.27799999999999525","0.16920000000000007","0.7573999999999875","0.28319999999999623","0.6798000000000001","0.04440000000000001","0.6817999999999999","0.30879999999998803","0.8561999999999367","0.35139999999998367","0.7027999999999957","0.16739999999999983","0.7457999999999879","0.714199999999996","0.15539999999999995","0.7541999999999864","0.6798"
"35000","0.9657999999999132","0.29959999999999404","0.2943999999999943","0.8682","0.8681999999999993","0.1140000000000001","0.38659999999997813","0.8767999999999804","0.8841999999999735","0.30079999999999224","0.8861999999999831","0.8985999999999751","0.2969999999999928","0.8681999999999997","0.8684000000000003","0.8689999999999996","0.5257999999999651","0.8685999999999886","0.8715999999999849","0.3123999999999944","0.8785999999999906","0.8883999999999855","0.2997999999999939","0.8682","0.8681999999999997","0.8682000000000002","0.9101999999999417","0.9269999999999314","0.363199999999984","0.8689999999999949","0.8775999999999902","0.889999999999983","0.8765999999999953","0.8815999999999932","0.8949999999999864","0.8682000000000001"
"40000","0.9597999999999136","0.29919999999999464","0.2711999999999953","0.14820000000000005","0.8549999999999991","0.11060000000000007","0.4101999999999749","0.29639999999999617","0.8697999999999737","0.29939999999999206","0.25879999999999614","0.8799999999999752","0.28759999999999325","0.855","0.15940000000000004","0.8555999999999985","0.5211999999999647","0.26999999999999863","0.8643999999999832","0.302199999999995","0.2351999999999987","0.8661999999999823","0.2815999999999955","0.855","0.13899999999999996","0.8549999999999999","0.38379999999998105","0.9181999999999306","0.37959999999998156","0.8585999999999957","0.26799999999999846","0.8671999999999837","0.856999999999994","0.23299999999999874","0.8647999999999859","0.855"
"45000","0.9439999999999155","0.25819999999999543","0.2517999999999958","0.036399999999999995","0.7055999999999999","0.09560000000000002","0.3965999999999755","0.1633999999999997","0.7723999999999783","0.27199999999999386","0.16259999999999994","0.7809999999999763","0.27119999999999395","0.7048000000000002","0.066","0.7120000000000003","0.509399999999965","0.162","0.7597999999999856","0.27999999999999614","0.1494000000000004","0.7661999999999857","0.2859999999999947","0.7048000000000001","0.041000000000000016","0.7069999999999997","0.3071999999999883","0.8699999999999343","0.3551999999999838","0.7299999999999963","0.1616000000000001","0.767399999999986","0.7285999999999946","0.1538000000000002","0.7625999999999874","0.7048"
"50000","0.995999999999911","0.2751999999999959","0.2711999999999959","0.24979999999999997","0.9843999999999995","0.1204000000000001","0.40839999999997595","0.3275999999999934","0.9863999999999703","0.2907999999999932","0.36619999999999536","0.9859999999999709","0.28319999999999407","0.9843999999999999","0.25720000000000004","0.9843999999999994","0.5111999999999662","0.3071999999999977","0.9855999999999798","0.2865999999999947","0.3471999999999974","0.9847999999999814","0.28919999999999474","0.9843999999999999","0.24020000000000002","0.9844000000000003","0.4441999999999773","0.9897999999999264","0.35739999999998395","0.9845999999999937","0.30659999999999665","0.9853999999999794","0.9847999999999935","0.3333999999999976","0.9849999999999848","0.9844"
